회사명,고용 형태,스킬,기업 소개,주요 업무,자격 요건,우대 사항,채용 절차,복리후생,회사위치,직무_lv1,직무_lv2,자격요건 및 우대사항,index
번개장터(주),정규직,"['java', 'kotlin', 'python', 'aws', 'hadoop', 'scala', 'Spark']","옷장 깊숙한 곳에 놓인 재킷
먼지 쌓인 태블릿 PC
더 이상 손이 가지 않는 명품 지갑

지금도 번개장터에서는 이 모든 물건들이 재발견되어 누군가의 새로운 가치가 됩니다.

번개장터는 오늘도 ‘세상 모든 물건에 가치를, 소비를 지속 가능하게‘라는 비전 아래, 스트레스 프리 중고거래(리커머스) 경험을 선사하는 사용자 중심 서비스를 만들어 나가고 있습니다.

이제는 소비의 한 장르가 되어버린 중고거래. C2C 리커머스의 미래를 치열하게 고민하고 그 희열을 함께 나누고 싶은 분이라면 번개장터에서 새로운 시작을 맞이해 보세요.

▷ 합류하게 될 팀을 소개해요
- 번개장터의 Data Lab 팀은 데이터 인프라 및 AI/ML 서비스를 개발하는 업무를 수행해요.
- 추천, 광고 등 다양한 데이터 기반 서비스를 위한 모델 및 백엔드를 개발을 비롯하여, 이와 관련된 데이터 분석 인프라의 구축과 운영을 담당하고 있어요.
- 항상 새로운 기술과 데이터 과학의 최신 동향을 탐구하며, 이를 현실적이고 혁신적인 서비스로 변환하기 위해 노력해요.
- ‘세상 모든 물건에 가치를, 소비를 지속 가능하게’ 라는 비전에 공감하며, 스트레스 없는 리커머스를 위한 솔루션을 끊임없이 함께 고민할 동료를 찾고 있어요.

고용형태: 정규직 (3개월의 수습기간이 적용됩니다.)

▷ 웰컴키트에 진심인 번개장터 구경하러 가기 (https://bit.ly/3zHXOoG)", 데이터 분석 인프라 ETL 파이프라인배치 처리 개발 및 유지 관리 머신러닝 및 딥러닝 모델의 학습 배치 개발 및 운영,"- 데이터베이스, SQL에 대한 기본적인 지식이 있으신 분
- AWS 환경에 대한 경험이 있으신 분
- 분산 시스템(Hadoop, Spark 등)에 대한 기본적인 지식이 있으신 분
- Python, Java, Kotlin, Scala 중 하나 이상의 언어를 사용하여 개발한 경험이 있으신 분
- 컴퓨터공학, 통계학, 산업공학 등의 관련 학과 졸업, 혹은 이에 상응하는 기반 경험을 보유하신 분
- 1~3년의 유관 경력을 보유하신 분","- 대용량 데이터 분석 및 빅데이터 인프라 활용 경험이 있으신 분
- 머신러닝 모델 개발 및 서비스 운영 경험이 있으신 분
- Data-driven Thinking 기반으로 다양하고 복잡한 문제를 해결해본 경험이 있으신 분
- IT / 커머스 업계 또는 스타트업 근무 경험을 보유하신 분","서류 전형 > 사전 과제  > 1차 인터뷰 > 2차 인터뷰 > 최종 합격
﻿       ※ 전형 절차는 일정 및 상황에 따라 변경될 수 있어요.","유연한 근무환경을 지원해요
• 8~11시 자율 출퇴근 제도를 운영하고 있어요
• 매월 원하는 날짜에 2시간 조기 퇴근이 가능한 '오아시스'를 드려요
• 주 3회 원하는 날짜에 '리모트 워크'가 가능해요

업무에 집중할 수 있는 환경을 제공해요
• 영어이름을 쓰며 수평적인 커뮤니케이션을 해요
• 주도적인 업무 환경과 성장 기회를 제공해요
• 야근과 불필요한 회식을 지양해요
• 최신형 고급 장비를 지급해드려요 (맥북 프로/갤럭시북, 스위블 모니터)
• 효율적인 리모트 근무를 위하여 30만원 상당의 재택 근무 장비를 지원해드려요

맛있는 식사를 제공해요
• 밥값 걱정 없도록 점심식대/저녁식대를 지원해드려요
• 다양한 간식과 음료를 무료로 제공해드려요

충분한 휴식을 지원해요
• 사유와 결재가 필요없는 휴가 사용이 가능해요
• 2시간 단위 휴가를 사용할 수 있어 연차 활용도가 높아요
• 중요한 삶의 순간을 함께 하기 위한 경조휴가와 경조금을 지원해드려요

이외에도 다양한 것을 지원해드려요
• 성과에 따른 인센티브를 지급해요
• 업무와 관련된 교육, 세미나 참가비와 도서 구매를 지원해드려요
• 공단 검진 이외의 추가 본인/가족 건강검진을 지원해드려요
• 사용자 경험을 위한 매월 구성원 번개 포인트를 지급해드려요
• 생일에는 소중한 사람들과의 시간을 위한 조기 퇴근과 상품권을 지급해드려요
• 번개장터 컨시어지 상품을 최대 30만원까지 할인해드려요","서울 서초구 서초대로38길 12, 타워2 7층, 10층",['개발'],"['DBA(Database Admin.)', 'CTO (Chief Technology Officer)']", 데이터베이스 SQL에 대한 기본적인 지식이 있으신 분 AWS 환경에 대한 경험이 있으신 분 분산 시스템Hadoop Spark 등에 대한 기본적인 지식이 있으신 분 Python Java Kotlin Scala 중 하나 이상의 언어를 사용하여 개발한 경험이 있으신 분 컴퓨터공학 통계학 산업공학 등의 관련 학과 졸업 혹은 이에 상응하는 기반 경험을 보유하신 분 13년의 유관 경력을 보유하신 분 대용량 데이터 분석 및 빅데이터 인프라 활용 경험이 있으신 분 머신러닝 모델 개발 및 서비스 운영 경험이 있으신 분 Datadriven Thinking 기반으로 다양하고 복잡한 문제를 해결해본 경험이 있으신 분 IT  커머스 업계 또는 스타트업 근무 경험을 보유하신 분,29
(주)케이블록,정규직,['프로젝트 PM'],"WE ARE OPENING THE NEXT WAVE:
우리의 3세대 블록체인 기술 기반의 dApp 서비스, 솔루션 & 컨설팅, 교육 & 컨퍼런스 사업을 새로운 성장사업으로 추진합니다.

* dApp Services
Wallet, Launchpad, SWAP, DEX, Stable Coin, Layer2, etc.

* Solution & Consulting
- Wallet, Multi-chain Token, Layer2, etc.
- 토큰 발행, 크립토 프로젝트 기획, 기존 크립토 프로젝트의 3세대 블록체인으로의 마이그레이션, 토크노믹스 자문, 기타

* Education & Conference
개발자 교육 프로그램, 컨퍼런스, 해커톤, 기타", 직무개요신규 3세대 블록체인 기반의 분산 애플리케이션dApp 개발 프로젝트 PM 으로서 블록체인 기술을 활용하여 탈중앙화 응용 프로그램을 개발하는 프로젝트를 계획관리 하고 팀을 리딩하여 프로젝트 성공을 이끌어내는 역할을 수행 기술적 지식과 프로젝트 관리 능력을 통해 효율적으로 프로젝트를 진행 부가적으로 기술영업 및 개발자 프로그램에 대해 지원 주요직무 dApp 개발 프로젝트의 계획 및 관리 블록체인 솔루션 기술영업 지원 개발자 교육 프로그램 기획지원 및 운영관리,"* 직무역량
- 블록체인 기술에 대한 심층적 이해 (3세대 블록체인 기술교육 예정)
- 소프트웨어 개발 및 프로젝트 관리 경험
- 스마트 컨트랙트 개발 경험
- 커뮤니케이션 및 협업 능력
- 품질 관리 및 QA 프로세스 이해

* 지원자격
- 유관 경력 10년 이상
- 학력 무관",해외 소싱 개발자와 소통이 가능한 수준의 영어회화,서류전형 - 1차면접 – (2차면접) – 처우협의 – 채용/입사 확정,,"서울 강남구 테헤란로77길 11-9, 5층",['개발'],['CTO (Chief Technology Officer)'], 유관 경력 10년 이상 학력 무관해외 소싱 개발자와 소통이 가능한 수준의 영어회화,30
(주)멸치,정규직,"['영업', '웹개발', '앱 개발', 'API', 'O2O', 'cto', '서비스개발']","""일에 몰입하는 즐거움과 성공의 기쁨을 누리는 melchi의 여정에 합류할 인재를 모십니다.""

melchi는 2014년 23여년간 외식업계의 혁신을 일으키고 있는 피자나라치킨공주를 기반삼아  글로벌 쇼핑 플랫폼을 목표로 서비스를 '멸치쇼핑'을 런칭하여 2021년도 매출액 1,350억을 달성하며 급성장하였고, 2022년 새로운 사업을 통해 또 한 번 성공을 위해 쉼 없이 달려가고 있습니다.", 자사 이커머스O2O 서비스 개발 앱웹 환경을 위한 API 개발 및 리딩,"• 유관 업무경력 7년 이상
• 타부서와 원활한 커뮤니케이션 가능한 분
• API관련 유지보수 경험이 있으신 분","• 쇼핑몰, 플랫폼, 컨텐츠업종 개발/운영 경험자 우대
• 주도적으로 업무를 진행하시는 분",,"1. 6개월 마다 유급 5일 휴가 휴가비 100만원
2. 야근 시 교통비 지원
3. 원두커피 무한제공 (원두커피와 각종 차)
4. 한화콘도 법인회원가 가용 가능
5. 명절 선물지급 (추석과 설날)
6. 장기근속자 포상
7. 경조사비와 경조휴가 지원 (입사 후 상세 조항 별도 예정)
8. 자녀 출산 시 축하금과 꽃바구니 배달
9. 원하는 사양의 PC 및 장비 지원
10. 건강검진 지원
11. 자유로운 연차/반차 사용 (사유를 기재하지 않고 자체 승인)
12. 야근 시 저녁 식비 지원
13. 인재추천제도 최대 500만원
14. 4.5일 근무제","서울 송파구 마천로 146, 2층, 3층",['개발'],['CTO (Chief Technology Officer)'], 유관 업무경력 7년 이상 타부서와 원활한 커뮤니케이션 가능한 분 API관련 유지보수 경험이 있으신 분 쇼핑몰 플랫폼 컨텐츠업종 개발운영 경험자 우대 주도적으로 업무를 진행하시는 분,31
(주)버즈빌,정규직,['python'],"버즈빌, 아마도 당신이 원하던 회사

마케팅부터 수익화까지, 브랜드의 성장 단계별 필수 솔루션을 SaaS 형태로 제공하고 있습니다. 버즈빌은 일반 배너 광고에 비해 4배 이상의 전환율을 자랑하는 퍼포먼스 광고로 고객을 유치하고, 수익화 제품을 통해 앱의 고속 성장을 위한 재원 마련에 기여합니다. 또한, 이렇게 마련된 재원은 다양한 마케팅 이벤트 기획 및 운영에 활용되어 앱 활성화에 기여합니다. 
광고가 사용자에게 진짜 혜택을 제공해야한다는 믿음으로 시작된 버즈빌의 리워드 광고는 고객사의 목소리를 바탕으로 수익화와 마케팅으로까지 그 범위를 확장해왔습니다. 이동통신 3사, SK, CJ, 카카오뱅크와 카카오페이 등 전세계 150개 이상의 프리미엄 제휴사 확보 및 꾸준한 매출 성장세를 통해 그 저력을 인정받았습니다. 
2024년, 버즈빌은 IPO라는 과제에 앞서 AI 기술 투자를 통한 광고 효율 개선, 범용 포인트 제휴를 통한 성장, SaaS 솔루션 통합 등 다수의 신규 프로젝트를 진행 중에 있습니다. 자율적인 조직 문화(잡플래닛 평점 4.0점) 속에서 몰입의 즐거움을 함께 느끼실 분, 뛰어난 동료와 함께 성장하실 분, 무엇보다 고객 중심적 사고를 바탕으로 광고/마케팅의 혁신을 함께 만들어갈 미래의 버즈빌리언을 찾습니다.",Who We AreSaaS Platform 팀은 SSPSupplySide Platform의 백엔드 시스템 개발과 운영을 담당합니다 SSP 서비스에 필요한 인증 광고 할당 광고 참여 리워드 적립 정산 등 다양한 플랫폼을 개발하고 있고 대형 매체사와 광고 플랫폼 연동을 위한 개발을 하고 있습니다 또한 MAU 1500만 규모의 대규모 트래픽 환경에서 시스템을 효율적으로 운영하기 위한 노력도 지속해서 기울입니다What Youll Do SDK와 통신하기 위한 API를 개발 및 운영합니다 카카오페이 카카오뱅크 등 대형 매체사에 연동된 서비스를 운영합니다 신규 대형 매체사와 버즈빌 광고 시스템 연동 개발을 지원합니다 인증 광고 할당참여 리워드 적립 정산 등 팀에서 운영하고 있는 플랫폼을 개선하고 관리합니다 MAU 1500만 규모의 대규모 트래픽 환경에서 안정적으로 서비스 운영이 가능하도록 운영 환경을 지속적으로 개선합니다,"• 하나 이상의 서버 프로그래밍 언어에 능숙합니다.
• 테스트하기 좋은 코드를 작성합니다.
• 문제 해결 후 재발 방지를 위한 해법을 고민합니다.
• REST, gRPC 등의 통신 모델을 이해하고 사용성 높은 API 설계 및 개발이 가능합니다.
• 대규모 트래픽의 라이브 서비스 운영 경험이 있습니다.
• 미션 크리티컬 한 서비스 운영 환경에서 높은 책임감으로 안정적인 서비스를 같이 만들어 갑니다.","• Go 또는 Python 을 능숙하게 사용합니다.
• 헥사고날 아키텍처와 같은 소프트웨어 아키텍처를 적용한 설계를 할 수 있습니다.
• MySQL, DynamoDB, Redis, Elasticsearch를 높은 수준으로 다룰 수 있습니다.
• AWS / Kubernetes 등 cloud native 환경에 대해 이해하고 있습니다.
• Kafka를 활용한 시스템 설계를 할 수 있습니다.","[채용 프로세스]
• 서류전형: 역량 및 경력 중심의 이력서
• 사전과제 : 직무 적합도 판단을 위한 사전 과제 진행 
• 1차 인터뷰(Job-fit): 실무진 면접, 현장 코딩 테스트 및 사전과제 리뷰
• 레퍼런스 체크  
• 2차 면접(Culture-fit): CEO 면접
• 처우 협의
• 오퍼레터 전달 (모든 전형은 영업일 10일 이내로 합격/불합격 전달 드립니다.)","🧐 몰입을 위한 최적의 환경을 제공합니다. 
• 주 1회 전사 재택근무
• 오전 8시-10시 사이 자율 출퇴근 제도
• 필요한 만큼만, 1시간 단위의 연차 사용
• 3년 이상 근속자를 위한 2주 리프레시 휴가

👑 존중과 용기를 담아 커뮤니케이션 합니다. 
• 격주 전체 회의를 통해, 투명하게 정보를 공유하고 활발한 소통 문화 형성
• 분기별 OKR을 통해 전사 우선순위와 방향성 공유
• 전 구성원 영어 이름 사용 (존님 X,  존O)

🍭잘 먹고 잘 쉴 수 있도록 지원합니다. 
• 점심 식대 지원
• 종합 건강검진 및 전사 상해보험 지원
• 무제한 간식 및 음료 제공
• 휴게실 뿐만 아니라 수면실, 게임룸까지 완비
• 석촌호수 도보 1분 거리에서 즐기는 전망과 산책

🌟성장을 위해서라면 아끼지 않습니다. 
• 매월 10만원, 자기계발비 지급
• 나만의 자기계발 프로젝트 <버즈챌린지> 운영
• 사내 스터디 및 동호회 지원 
• 외부 세미나,컨퍼런스를 위한 교육비 지원
• 코딩 교육(코드잇) 수강 시 교육비 지원
• 무제한 도서 구매 혜택
 
💰 알찬 리워드 혜택과 함께합니다. 
• 결혼 축하금 및 경조금 최대 100만원 지원
• 본인 및 배우자 출산 시 선물 구독 서비스 지원
• 임직원 대출 우대 프로그램
• 최대 300만원의  인재 추천 리워드 지급
• 블로그 포스팅 및 브랜딩 활동 시 리워드 지급
• 5년 이상 장기 근속자를 위한 특별 리워드 지급

[What you can expect]

🧑‍🤝‍🧑 성장을 위한 개발 문화와 훌륭한 동료
버즈빌은 회사와 팀, 개인 모두의 성장을 적극적으로 지원합니다. 좋은 문화와 훌륭한 동료 덕분에 빠른 성장을 경험할 수 있습니다.

 • 코드 리뷰를 통한 적극적인 공유 및 소통
 • 쿠버네티스(Kubernetes)와 클라우드 환경 위에 구축된 마이크로서비스 아키텍처
 • 직군의 경계를 허무는 능동적인 참여 문화
 • 자율적이고 효율적인 업무 프로세스
 • 개발 생산성 향상을 위한 과감한 투자
 • 도서 지원, 스터디 지원, 컨퍼런스 지원 등 적극적인 학습 독려
 • 좋은 설계와 좋은 코드를 위한 지속적인 노력
 • 높은 애자일리티
 • 새로운 기술 도입에 대한 적극적인 논의와 지원
 • 주기적인 세미나를 통한 지속적인 학습
 
📈 광고 도메인 학습 및 대용량 트래픽 관리
오래된 광고 업계의 역사에도 불구하고 광고업은 여전히 빠르게 성장하고 있습니다. 디지털 광고, 특히 모바일 광고 시장의 성장세는 이미 존재하던 기존 광고 시장의 크기를 넘어섰고, 더 빠르게 올라가고 있습니다. 광고 분야의 도메인 지식은 매우 깊고 넓으면서도, 대용량 트래픽을 다루기에 활용도가 높습니다.
 버즈빌에서 광고 업계 전반의 지식을 습득할 수 있고, 이를 바탕으로 다양한 분야에서 수익화가 수반된 혁신을 만들 수 있습니다. 관심있는 개발자들의 많은 지원 부탁드립니다.","서울특별시 송파구 석촌호수로 272 MY빌딩 2, 3, 4, 5층",['개발'],"['백엔드 개발', 'CTO (Chief Technology Officer)']", 하나 이상의 서버 프로그래밍 언어에 능숙합니다 테스트하기 좋은 코드를 작성합니다 문제 해결 후 재발 방지를 위한 해법을 고민합니다 REST gRPC 등의 통신 모델을 이해하고 사용성 높은 API 설계 및 개발이 가능합니다 대규모 트래픽의 라이브 서비스 운영 경험이 있습니다 미션 크리티컬 한 서비스 운영 환경에서 높은 책임감으로 안정적인 서비스를 같이 만들어 갑니다 Go 또는 Python 을 능숙하게 사용합니다 헥사고날 아키텍처와 같은 소프트웨어 아키텍처를 적용한 설계를 할 수 있습니다 MySQL DynamoDB Redis Elasticsearch를 높은 수준으로 다룰 수 있습니다 AWS  Kubernetes 등 cloud native 환경에 대해 이해하고 있습니다 Kafka를 활용한 시스템 설계를 할 수 있습니다,32
아카라라이프(주),정규직,"['개발', 'SW', 'cto']","[회사소개] 
아카라(Aqara)는 2009년에 설립하여 자체 브랜드를 통해 스마트홈과 IoT 솔루션을 선도하고 있는 글로벌 기업입니다. 스마트 허브, 홈카메라, 센서, 컨트롤러, 커튼, 블라인드, 조명, 인테리어 제품 등 약 500개 이상의 다양한 IoT 제품군을 보유하고 판매하고 있으며, 특허 850개 이상(미국 실용특허 380개 포함)으로 글로벌 시장에서 뛰어난 기술력 및 디자인을 인정받고 있습니다. 

2019년부터 아카라코리아가 한국에서 서비스를 시작하였고, 2021년에는 한국 온/오프라인 애플스토어에 입점되어 기술력을 인정받고 있습니다. 2022년에는 삼성전자와 전략적 사업파트너로서 다양한 사업을 확장해 나가고 있으며, 창업 3년만에 1,000억원 기업가치를 인정받아 대기업과 기업벤처캐피탈 등 다수의 기관투자자가 참여한 Series A(256억원) 투자 유치에 성공했습니다.

아카라 제품은 Apple HomeKit, Google Assistant, Amazon Alexa, Samsung SmartThings,LG ThinQ, Naver Clova 등 다양한 스마트홈 및 인공지능 플랫폼을 지원하고 있습니다. 또한 아카라는 애플, 구글, 아마존과 긴밀하게 협력하고 있으며 향후 스마트홈 표준기술이 될 Matter 표준에 참여하여 금년에는 Matter가 지원되는 제품을 출시할 계획입니다.

아카라는 전 세계적으로 1,000만 개 이상의 IoT 디바이스를 192개국에 공급하고 있으며, 글로벌 직원 1,000명 이상 (개발자 600명 포함)이 미국, 유럽, 중국, 러시아 등 다양한 지역으로 서비스를 확장해 나아가고 있습니다.",연구개발기술 총괄 CTO  중장기적인 개발 전략 수립 및 기술 로드맵 제시  아카라 플랫폼기반 제품 개발 총괄    디바이스Cloud플랫폼 통합 시스템  아카라 기업가치 상승과 기술개발 연계 리드 개발 직군 인재 영입 및 관리  타부서 및 다른 직무의 실무자 관리자와 적극적 소통,"• 디바이스와-SW플랫폼 연계 분야 리드 경력 3년 이상
• 인터넷 연동 디바이스 또는 SW 플랫폼 개발 경력 7년 이상 
• 스타트업 CTO, 또는 기술기반 CEO 리더십 3년 이상 
• 영어 또는 중국어 커뮤니케이션(회화) 가능하신 분","• B2B 비즈니스 및 IoT 산업 이해도가 높으신 
• 스타트업 개발 조직 총괄 경험이 있으신 분
• 플랫폼 또는 서비스 런칭 경험이 있으신 분",,"   • 우리사주 제도
   • 모든 임직원 중식 지원
   • 임직원 자사 제품 할인 
   • 명절(설/추석) 선물 지급
   • 크리스마스 선물 지급
   • 경조금 지원
   • 야근시 식대 지원
   • 동호회 지원 : IoT, 문화, 축구, 골프 
   • 징검다리 연휴 전사휴무 
      - 설/추석 명절, 샌드위치데이
      - 연말 마지막주 영업일 
   * 회사 성장에 따라 복리후생 추가 예정","서울 서초구 강남대로 557, 12층 (잠원동,성한빌딩)",['개발'],['CTO (Chief Technology Officer)'], 디바이스와SW플랫폼 연계 분야 리드 경력 3년 이상 인터넷 연동 디바이스 또는 SW 플랫폼 개발 경력 7년 이상  스타트업 CTO 또는 기술기반 CEO 리더십 3년 이상  영어 또는 중국어 커뮤니케이션회화 가능하신 분 B2B 비즈니스 및 IoT 산업 이해도가 높으신  스타트업 개발 조직 총괄 경험이 있으신 분 플랫폼 또는 서비스 런칭 경험이 있으신 분,33
(주)아트라미,정규직,"['개발', '백엔드', '프론트엔드', '플랫폼개발']","A life with art, TOUNOU
ONE DROP OF ART WILL CHANGE EVERYTHING.
TOUNOU TO YOU

“예술이 있는 일상을 만들고, 아티스트의 성공을 돕는 일”
2018년 서비스를 시작한 뚜누는 독립 아티스트의 유니크한 작품을 상품화하여 일상으로 전달하는 커머스 기반의 예술 플랫폼 입니다. 오랜 기간 변하지 않고 폐쇄적인 미술 시장을 혁신하고 대중화해서 아티스트와 소비자 모두에게 차별화된 서비스와 영감을 제공합니다.

“끊임없는 도전, 그리고 비전”
뚜누는 지구에서 예술의 가치를 가장 잘 전달하는 회사가 되기 위해, 끊임없이 새로운 도전을 하며 빠르게 성장합니다. 좋은 아티스트, 좋은 콘텐츠, 좋은 상품이라는 핵심 가치 아래, 빠른 스케일업을 가능하게 하는 자동화된 아티스트 브랜드샵부터 예술을 중심으로 소통하는 콘텐츠, 지역민과 예술을 연결하는 오프라인 뚜누스퀘어까지 뚜누만의 명확한 브랜드 철학을 기반으로 새로운 미술 시장을 만들어갑니다.

“멈추지 않는 성장”
- 2018년 창업 이후 연평균 382% 성장
- 누적 투자 13억원
- 회원수 15만명 이상
- 누적 아티스트 정산금 2억원 이상
- 연예인도 즐기는 뚜누 서비스

### 예술이 어렵나요?
왜 예술은 무겁고 어려워 보여야 할까요? 예술은 특별한 날 특별한 장소에서만 즐겨야 할까요?
뚜누는 이런 고정관념에 동의하지 않습니다.

### 뚜누가 생각하는 예술이란?
예술은 창작자의 주체적인 의도와 메시지를 표현하는 모든 행위 또는 형태입니다. 이런 의미에서 예술가는 비단, 물감과 음표로 표현하는 아티스트를 넘어서, 누구나 어떤 형태로든 주체적으로 살아가는 모든 사람이 아티스트입니다. 

예술을 감상한다는 것은 창작자의 메시지와 소통하는 것이며, 내가 느끼고 반응하는 것이 곧 예술을 감상하는 행위입니다. 내가 느낀 것이 곧 예술의 본질입니다.

### 일상 속에서 예술을 즐길 수 있도록
뚜누는 일상 속의 다양한 상품의 형태로 예술을 전달합니다. 일상 속에서 수시로 작품과 소통하고 새로운 의미를 발견하고, 취향을 표현하고, 영감을 얻는 라이프스타일을 만들어 갑니다.

### 뚜누는 아티스트를 후원합니다
뚜누는 독립 아티스트의 성공을 위해 수익금을 투명하게 나누며 함께 성장합니다. 뚜누는 현재까지 2억원 이상을 아티스트에게 지원하였습니다.

### 뚜누의 성장 계획
뚜누의 1차 목표는 세계 최대 규모의 예술상품커머스플랫폼입니다. 수십만의 아티스트가 뚜누 브랜드샵을 운영하고 수억명의 고객들이 예술을 쉽게 즐길 수 있는 서비스를 만들어갑니다.
이후엔 작품직거래서비스, NFT, 복합문화예술공간 등으로 확장할 계획입니다.

### 왜 뚜누여야 할까요?
혹시 이런 상상해본 적 있나요? 간절히 원하는 것을 할 수 없을 때의 답답함, 좌절감, 고민들…뚜누는 아티스트의 이러한 고민들 해결합니다. 
뚜누에서는 아티스트들이 멋진 창작활동에 몰두하면서 클릭 몇번으로 마법같이 멋진 예술 상품 브랜드샵을 가질 수 있습니다. 앞으로 뚜누는 예술 상품 브랜드 서비스 뿐만 아니라, 다양한 예술 수익화 도구들을 제공하여, 아티스트라면 필수적인 서비스로 발전하고 있습니다.

### 뚜누 십계명
1. 고객지향적
뚜누인은 모든 의사결정과 행동의 기준을 고객으로 한다. 지나칠 정도로 고객에 집중한다.
2. 주인의식
뚜누인은 본인 혹은 본인 팀만의 이익을 넘어 회사 전체의 이익을 위해 행동한다. 절대 ‘이 일은 내 일이 아니다’라고 말하지 않는다. 그리고 본인이 맡은 업무에 대해 명확한 책임을 진다.
3. 높은 기준
뚜누인은 모든 면에서 최고 수준의 기준을 목표로 한다. 적당한 수준에서 타협하거나 물러서지 않는다.
4. 긍정적인 사고
뚜누인은 ‘할 수 없는 이유’보다 ‘할 수 있는 이유’를 먼저 찾는다. 최악의 상황에서도 똑바로 현실을 직시하면서 포기하지 않는다.
5. 속도
속도는 단순히 빠른 것이 아니라 방향의 개념을 포함하고 있다. 뚜누인은 올바른 방향으로 빠르게 움직여서 문제를 해결한다. 특히, 비즈니스에서는 소수의 대박 프로젝트가 수많은 실패를 보상하고도 남는다. 
6. 학습과 성장
뚜누인은 성공과 실패 모두에게서 끊임없이 배우고 성장한다. 
7. 동료애
뚜누의 가장 큰 자산은 함께하는 동료이다. 뚜누인은 자신이 대우받고 싶은만큼, 상대방을 신뢰하고 존중하고 배려한다. 
8. 결과 창출하기
뚜누인은 어떻게든 일이 되게 만들어 결과를 창출한다. 정확한 상황을 파악하고, 목표한 아웃풋을 낼 수 있는, 통제가능한 인풋에 집중한다. 예상치 못한 난관들이 있더라도, 침착하게 극복한다. 
9. 10배의 법칙
10% 개선하는 것보다 10배 개선하는 것이 더 쉽다. 10% 개선을 고민하는 것이 아니라 기존보다 10배 더 크게 생각하고 실행한다.
10. 고생할 땐 같이 고생해야 한다
뚜누는 한 팀으로 움직인다. 개인주의는 철저히 거부한다. 함께 고생하고 함께 성공한다.

###뚜누에서는 이런 분들을 찾고 있어요!
- YOLO가 아닌 GOD生을 추구하는 사람
- 회사의 성공과 본인의 성공이 일치하는 사람
- 일을 즐길 줄 알고 성장에 대한 적극적인 욕심이 많은 사람
- 원활한 팀플레이와 소통이 가능한 사람
- 주도적인 변화를 만들어가는 사람
- 도전 정신이 투철한 사람", 뚜누 플랫폼 개발 총괄 프론트와 백엔드 리드 뚜누를 많은 사용자들이 사용할 수 있도록 만드는 기술 개발 전략 수립 중장기적인 기술에 대한 비전과 로드맵 정의 및 리드개발팀 빌딩,"- 관련 경력 5년 이상
- 하나의 연결된 프로덕트를 완성해보고, 출시 및 운영까지 참여한 경험이 있는 분
- 다양한 개발 관련 기술 스텍에 대한 높은 이해도를 보유하신 풀스텍 개발 가능자
- 스스로 문제를 찾아서 해결하며, 성취감을 느끼시는 분
- E-Commerce 또는 플랫폼 개발 경력이 있으신 분
- 고객 입장에서 고객 중심으로 고민하시는 분
- 대구에 거주 하시거나 대구에 거주가 가능하신 분",- (우대) 예술과 문화 생활에 관심이 많으신 분,,"""금강산도 식후경""
점심 식사와 맛있는 간식을 회사에서 제공합니다! 부득이 야근을 하게 될 경우에도 자유롭게 저녁을 시켜드실 수 있습니다 :)
 

""교육비 지원""
팀원의 성장이 곧 회사의 성장! 필요한 교육 및 도서를 지원해드려요.


""뚜누 기프트""
매월 임직원을 위해 선택하신 뚜누 상품 2개를 선물로 드려요 :)
  

""쾌적한 근무환경""
업무와 성과에 집중할 수 있도록, 최선의 근무 환경을 제공합니다.


""청년 내일채움공제 신청 가능""
청년 내일채움공제를 신청하실 수 있어요.


""자유로운 복장""
모자, 반바지 가능! 편하게 입고 편하게 집중하세요.","대구광역시 남구 큰골3길 24, 명보빌딩 2층",['개발'],['CTO (Chief Technology Officer)'], 관련 경력 5년 이상 하나의 연결된 프로덕트를 완성해보고 출시 및 운영까지 참여한 경험이 있는 분 다양한 개발 관련 기술 스텍에 대한 높은 이해도를 보유하신 풀스텍 개발 가능자 스스로 문제를 찾아서 해결하며 성취감을 느끼시는 분 ECommerce 또는 플랫폼 개발 경력이 있으신 분 고객 입장에서 고객 중심으로 고민하시는 분 대구에 거주 하시거나 대구에 거주가 가능하신 분 우대 예술과 문화 생활에 관심이 많으신 분,34
