회사명,고용 형태,스킬,기업 소개,주요 업무,채용 절차,복리후생,회사위치,자격요건 및 우대사항,index
(주)고픽커뮤니케이션,정규직,['커뮤니케이션'],"고픽커뮤니케이션은
온라인 게임 적중 분석 분야에서 선두를 달리고 있는 스타트업 입니다.
게임을 분석하여 유용한 정보, 통찰력을 제공하여 게임 업계 발전에 기여하고자 합니다.
체계적 분석을 통해 유저들의 스마트한 선택을 돕고, 높은 적중률을 이끌고 있습니다.
또한 재미와 유익함을 결합한 캐주얼 미니게임을 통해 새로운 즐거움을 제공합니다.

현재 우리는
 - 빅데이터 분석과 인공지능(AI)기술을 접목하여 게임 분석 서비스를 발전시키고 있습니다. 
 - 각종 트렌드, 확률, 전략 등을 분석하여 게임을 더 효율적으로 즐길 수 있도록 돕습니다.
 - 커뮤니티 사용자들과 플레이어들이 보다 높은 적중률을 가질 수 있도록 전문적인 조언, 분석을 제공합니다.

Gopick Culture
 영어닉네임 호칭으로 누구나 자유롭게 의견을 제시 하며 상호 존중, 투명한 조직 문화를 위해 끊임없이 노력합니다.
 명확하고 진정성 있는 피드백을 통해 효율적, 민첩한 업무 문화를 만들어 갑니다.  

# Gopick 을 더 알고 싶다면?
 - 홈페이지 (www.gopick.co.kr)
 - 게임 커뮤니티www.gopick.com)", 파워볼PGB게임 시장분석 및 단계별 브랜딩 전략 수립 전반 게임 광고 기획 제작 및 매체 집행 타사 제품 및 시장 리서치 비교 분석 기획 운영 등 내부 멤버들과의 민첩한 커뮤니케이션,서류전형 < 1차 실무 인터뷰 < (필요시) 2차 임원 인터뷰 < 최종합격,월 30만원 활동비 외 다양한 혜택을 만들어가고 있습니다.,"경기 성남시 분당구 황새울로258번길 37, 9층", 필수 포트폴리오 보유자 5년 이상의 웹보드 스포츠 등 게임 또는 관련 분야의 마케팅 경험자 콘텐츠 기획부터 제작 배포 리뷰에 이르는 과정을 주도적으로 실행하신 분 데이터 기반의 마케팅 전략 수립 실행을 경험하신 분 트렌드에 민감하고 유저중심의 사고에 익숙하신 분 우대 스타트업 업무 경험자,7
(주)라텔앤드파트너즈,정규직,"['마케팅', '디지털마케팅', '퍼포먼스마케팅', 'CRM', '디지털 마케팅', 'DA', 'ad', '디지털캠페인', '네트워크광고운영']","Hey! RATEL!
천적이 없는 ‘벌꿀 오소리` RATEL은 전략, 브랜드, 광고, 디자인,
미디어, 플랫폼, 데이터, 머신러닝 분야에 대해 천적 없이, 겁 없이 일하는 마케팅 에이전시 입니다.

현재 라텔은 글로벌 기업의 디지털 통합 마케팅 대행과
Web/APP/Server 플랫폼 서비스를 하고 있으며,
자사 솔루션 개발을 위해 머신러닝팀을 같이 운영하고 있습니다.

라텔에서는 모든 직원들의 자유로운 커뮤니케이션을 위해 노력합니다.
직원 누구나 의견을 자유롭게 낼 수 있으며, 직원들과의 경쟁이 아닌 협업을 통한 성과에 집중합니다.

라텔은 직원들의 성과와 만족을 위해서 소수의 광고주 만을 선택해서 집중하고 있으며,
효율적인 업무를 통해 일과 삶의 균형을 맞출 수 있도록 노력하고 있습니다.",CRM 마케터 및 디지털 마케터  글로벌 브랜드의 이탈 방지 구매 유도 리텐션 등 소비자 저니 및 마케팅 전략 수립 아큐브 시슬리코리아 등  CRM 운영 SFMC 및 CDP 활용   목적에 맞는 채널 선정 및 CRM 기획 및 발송  CRM을 활용한 캠페인 기획 및 실행   데이터를 활용한 CRM 전략 수립  다양한 AB테스트를 진행하고 성과 분석을 통한 효율 개선 ,,"<근무 시간>
 *업무시간 : 9시30분 ~ 18시 30분 
 *생일자 오후1시 조기퇴근 및 상품권 지급 
 *연차, 반차, 반반차 사유 없이 사용 가능
 *3/5/7/10 휴가 : 장기 근속에 따른 포상 및 유급 휴가 제공

<업무 환경>
 *수평적인 문화 (임직원 전체 영어 닉네임으로만 호칭)
 *프로젝트 종료 시 Refresh휴가제공

<개인발전 지원>
 *Chat GPT 유료 결제 지원
 *Team Time(TT) : 매주 2회 업무 시간 내 트렌드 공유 및 스터디 (희망자만 참석)

<업무를 위한 지원>
 *회사위치 : 4호선 충무로역 도보3분
 *정규직 채용 (수습기간 3개월, 급여 100% 지급) / 주 5일제
 *연봉제 적용(퇴직연금 별도)
 *명절 귀성비 지급
 *간식 제공(별도 스낵바 및 커피머신 운영)
 *업무 관련 온라인 강의 및 도서비 지원
 *교통비 제공(업무이동 등 택시비)","서울 중구 필동로 16, 2층", CRM 경력 3년 이상 다양한 유관부서 개발자 DBA 디자이너 마케터 등 과의 협업에 능하신 분 데이터에 기반하여 성과를 분석하고 커뮤니케이션하는 업무방식에 익숙하신 분 디지털 이벤트 기획 경험자 해외여행에 결격사유가 없는 자  소비자 구매와 관련된 CRM 저니 설계를 해보신 분 SFMC 및 CDP 경험자 CRM 솔루션 경험자 SQL GA Appsflyer 등 트래킹 툴 실무 적용 경험 소비자 대상 메시지 작성에 어려움이 없는 분 간결한 글쓰기 스타트업 경력자 또는 스타트업 근무 희망자  글로벌 브랜드 및 국내 브랜드 등 의 마케팅 경험 가설 수립 및 검증에 대한 설계 경험이 있으신 분,11
(주)에제드,정규직,"['기획', '마케팅', '서비스기획', '콘텐츠마케팅']","리딧은 매력적인 인플루언서 X 마케터의 디렉션 = CTR, CVR 높은 광고 소재를 만들어주는 서비스 입니다. 

리딧에서 서비스 기획자, 마케터를 채용하고 있습니다. 리딧은 마케팅, 브랜딩 그룹 에제드의 인플루언서 마케팅 서비스입니다. 

에제드의 미션은 ""우리가 재정의한 시장에서 1등이 된다""입니다. 
무한 경쟁 시장인 X, Y 축에서 똑같이 경쟁하는 것이 아닌 우리가 정의한 Z 축에서 1등이 됩니다. 에제드는 단순 노출만 점유하는 기존 마케팅 대행사와는 달리 시작하기 전부터 뾰족하고 매력적으로 설계한 브랜딩과 치밀한 데이터를 활용하여 퍼포먼스 마케팅으로 브랜드를 만듭니다.

에제드는 흔한 제품과 서비스가 아닌 세상을 더욱 이롭게 바꿀 수 있는 제품과 서비스를 만드는 분들과 협업하며, 좋은 제품과 서비스들이 세상에 더 많이 알려지고 사랑받을 수 있도록 하는 일을 합니다. 수려한 비주얼을 자랑하는 디자인과 스마트한 퍼포먼스 마케팅은 우리가 잘 하는 일이지만, 이 또한 우리가 재정의한 시장에서 1등이 되기 위한 수단에 불과합니다. 우리가 재정의한 시장에서 1등이 되기 위한 방법이라면 누구보다 빠르게 배우고 탐구해 프로가 됩니다.

에제드는 퍼포먼스 마케팅 전문 에이전시 '호랑이 마케팅'과 브랜딩 에이전시 'B/81'을 운영하며, 대행 비즈니스를 통해 얻게 되는 다양한 인사이트를 바탕으로 우리 브랜드를 만들고, 우리의 브랜드를 통해 얻은 깊은 경험들을 대행 비즈니스에 적용합니다. 현재 코스메틱 자사 브랜드도 운영하고 있습니다.


우리를 알아본 고객들은 빠르게 시장에서 1등이 되었습니다. 그런 결과들을 만들어낸 에제드의 구성원들도 진짜 마케팅과 브랜딩을 직접 설계하고 실행해나가고 있으며 그 일들이 궁극적으로 매출과 이익, 그리고 개인의 성장과 보상으로 이어지는 값진 경험을 하고 있습니다.", 에제드의 인플루언서 서비스 리딧 전담 매니저 리딧 서비스 전반 관리 기획 섭외 클라이언트 상담 등 리딧 서비스 사업 기획 매력적인 영상 콘텐츠 기획 촬영,,"• 중식 및 석식 및 넉넉한 간식 지원
• 1년에 4번, 영업이익의 10%를 성과급으로 지급
• 내일채움공제 지원
• 직무와 관련된 최신 교육, 도서 지원
• 업계 최고의 인재들과 함께 업무할 기회
• 다양한 분야의 컨텐츠 제작을 경험할 수 있는 기회","서울 서초구 서초대로 398, 4층 402호 (서초동, BNK디지털타워)", 콘텐츠 마케팅 경력 1년 이상 영상 콘텐츠 기획 제작 분석 전 과정 경험자 인플루언서 마케팅 관련 업종 근무 경험 고객을 설득시키기 위한 다양한 고민을 하시는 분 서비스 기획부터 확장까지 비즈니스 전과정을 경험하고 싶은 분 고객 친화적 관점을 가지고 계신 분  트렌디에 민감한 분 growth를 만들어내기 위한 마케팅 퍼널을 설계해본 경험,1788
(주)트립일레븐,정규직,"['기획', '마케팅', '홍보', '온라인마케팅']",,마케팅 전략 수립 및 관리,서류전형 > 면접 > 최종합격 / 수습기간 > 정직원 전환,"자유로운 연차
- 눈치보지말고 자유롭게 사용하세요.

경조사 지원
-  희노애락을 함께해요. 경조금과 경조휴가를 지원해드려요

명절선물 
- 풍요로운 명절을 위해 명절 선물을 드려요

런치데이
- 매월 마지막주 수요일은 점심시간이 1시간 30분이에요.

트립 포인트
- 연 20만원~100만원의 트립 포인트를 지급해드려요.

리프레시 휴가
- 입사 후 3년부터 5일의 휴가와 100만원의 휴가비를 드려요.

해외워크샵
- 트리비의 단합과 사기를 위해 워크샵을 지원해드려요.

생일반차
- 소중한 생일 저녁을 위해 생일반차를 드려요.

휴게실&카페테리아
- 편히 쉴 수 있는 빈백과 프리미엄 커피머신이 있어요.

휴식룸
- 바디프렌드, 세라잼에 있는 휴식룸이 마련되어 있어요. 

건강검진
- 트리비의 건강을 위해 유급휴가를 드려요.

독감접종
- 건강을 위해 독감 접종을 지원해드려요.","서울 금천구 가산디지털1로 186, 903호",ECommerce 마케팅 업무경력이 2년 이상이신 분 경력직팀워크를 바탕으로 주도적으로 업무를 수행할 수 있는 분도전적인 목표를 스스로 설정하고 달성을 위해 노력한 경험이 있는 분숙박플랫폼 전반에 관심이 있는 분기초 수준 이상의 분석역량통계분석 등을 보유하신 분트립일레븐의 조직문화에 공감하고 치열하게 달릴 준비가 되어 있는 분,1789
(주)큐비스트,정규직,"['기획', '마케팅', '디자인', '디지털마케팅']","큐비스트는 2018년 브랜드 ‘페이스팩토리’를 런칭하여
누구나 쉽고 편리하게 실천하는 홈 뷰티케어를 제안하였고,
무모해 보이는 도전을 통해 고객의 구매 목록과 삶을 변화시켰습니다.
단순히 많이 팔린 제품이 아닌 제품의 본질을 최우선시 하여,
고객의 인생과 함께 할 수 있는 제품을 만들고 고객에게 영향력을 주는 커머스를 지속해나가고 있습니다.

금년 하반기에는 메가 인플루언서와의 다수의 협업과 대기업 A사와의 미용기기 제작 콜라보레이션 까지 사업이 거론되고 있어 미래기대가치가 큰 업체이기도 합니다.

실력있는 마케팅과 탄탄한 영업력에 디자인의 숨을 불어넣어 주실 수 있는 분은 지원부탁 드립니다.", 광고 영상이미지 제작 및 기획 이벤트 기획 및 운영 공식 SNS 채널 운영 상세페이지 기획 인플루언서 및 컨텐츠 바이럴 기획,,"• 자율출퇴근제도
개인의 업무 루틴에 맞추어 원하는 시간에 출근하셔서 열정을 보여주세요! (8~10시 출근)

• 연장근무수당 (야근식대)
불필요한 연장근무는 지양하고 있지만, 불가피한 연장근무에 대한 큐비스터의 열정과 시간의 가치를 존중합니다.

• 팀회식비
불필요한 음주는 지양하고 큐비스터의 단합을 위해 점심, 커피타임, 간식 어디에서나 사용가능한 팀회식비를 지원합니다.

• Benefit
자사제품 원가 구매 / 분기별 도서구매 / 명절상여 및 선물 / 건강검진 지원 / 간식(음료,커피,과자 등) / 분기별 성과 인센티브 지급 / 장기근속 리프레시 휴가, 휴가비

","서울 강남구 언주로 805, 3층", 업무경력 2년이상 제품 촬영을 해본적이 있던 분 마케팅 경험이 있으신 분 SNS 활성화 경험이 있으신 분 쇼핑을 좋아하시는 분,1803
엑스플리트(주),정규직,"['기획', '마케팅', '홍보', 'SNS', '콘텐츠마케팅']","엑스플리트는 가치있는 경험디자인으로 
서비스가 사람들의 일상이 되는 것에 보람을 갖는 UX컨설턴시 입니다.
 
하나, 철저히 사용자 중심 UX전략으로 정의합니다.
둘, 서비스의 전략적 기회를 UX/UI/GUI 모델로 검증합니다.
셋, 구현 가능성을 끊임없이 확인하고 구축으로 연계합니다.

다른 컨설턴시와 무엇이 다른가요?
엑스플리트는 UX를 코어로 사람들의 일상이 되는 자체 서비스와 솔루션을 만들어가고 있습니다.

아울의 자체 개발 서비스, 반려동물 커뮤니티 서비스 '아울'에 합류하실
콘텐츠 마케터를 찾습니다.",광고 콘텐츠 프로모션 바이럴 마케팅 기획 마케팅 효율 지표 바탕으로 인사이트 도출 구글 애널리틱스 내부 데이터 대시보드 등을 통해 효율 분석 최적화 브랜드 컨셉에 맞는 마케팅 방안 기획  목표 달성을 위한 프로모션 및 이벤트 기획 콘텐츠 제작 브랜드에 효율적인 광고 콘텐츠 기획 카피라이팅 디자인 또는 영상 제작   광고 콘텐츠 SNS 유튜브 네이버 CRM 앱푸쉬 온드 미디어 등,"[채용절차]
서류전형 ＞ 1차 동료인터뷰 ＞ 2차 컬쳐인터뷰 ＞ 최종합격","[Xer’s weekly]
• 전체 금요일 4시간 조기 퇴근
• 점심은 넉넉하게 11시반 ~ 1시
• 자율 출퇴근(8시 ~ 10시) + 반려동물 동반 출근 가능
• 항상 채워진 드립커피, 냉장고 간식

[Xer’s Refresh]
• 자유로운 연차 사용 권리 + 연중 2주 재택근무 
• 분기엔 가끔 전체가 리프레시하는 XXDay
• 분기별 회식비 챙겨 쓰세요
• 직급 스트레스 없는 닉네임 문화

[Xer’s Benefit]
• 자기계발에 힘내세요! 연간 100만원 지원금
• 구성원의 성장은 회사의 힘! 스터디, 세미나, 사내동호회 지원
• 생일 & 입사일은 챙겨서 축하 (상품권+선물)
• 장기근속에 감사해요!  3,5,10년 휴가+감사금","서울 마포구 어울마당로3길 9-5, 1,2층", 콘텐츠 마케팅 경력 1년 이상인 분 콘텐츠 기획부터 디자인까지 제작할 수 있는 분 스스로 유의미한 성과가 나온 프로젝트를 리딩한 경험이 있는 분 피그마 포토샵 일러스트 등 디자인 프로그램으로 콘텐츠를 제작해본 경험이 있는 분제출서류 경력기술서 포트폴리오   포트폴리오는 수행역할과 기여도를 함께 기술 브랜드 컨셉과 스토리에 따른 마케팅 활용방안을 기획 제작해보신 분 사진영상 편집 프로그램을 이용해 콘텐츠를 제작해보신 분 커머스형 검색광고를 인하우스에서 직접 운영하거나 관리해본 경험이 있는 분 효율적인 대행 프로세스를 구축하여 대행 관리 업무 리소스를 크게 감소시킨 경험이 있는 분 검색광고 API를 활용하여 검색광고 운영 자동화 시스템을 구축해본 경험이 있는 분,1814
(유)티케이아이,정규직,"['마케팅', '분석', '엑셀', '개선']","[Victorinox]
135년 전통의 스위스를 대표하는 라이프 스타일 브랜드로 1884년 Karl Elsener 가 브랜드를 창립한 이래
4대에 걸친 Elsener 일가가 회사를 운영하며 전통을 이어가고 있습니다.
Victorinox는 스위스 군용 칼인 오리지널 Swiss Army Knife를 개발하고, 1891년부터
스위스 군에 납품한 유일한 브랜드로 기록되고 있습니다.
현재 데일리백, 여행가방, 시계와 나이프, 향수에 이르기까지 다양한 카테고리의 제품을 선보이고 있으며,
Victorinox의 모든 제품은 Quality (품질), Functionality (기능성), Innovation (혁신), Iconic Design (독특한 디자인)
4가지 가치를 반영합니다.
스위스 국기를 떠올리는 방패와 십자가 모양의 독특한 로고는 Victorinox 만의 특별함을 입증하는
‘신뢰’의 대명사가 되어 현재 전세계 130개국에 진출하여 글로벌한 브랜드로 자리 매김하고 있습니다.

[Wenger]
빅토리녹스가 운영하는 또 다른 브랜드로 125년의 전통을 자랑하며, 시계 및 가방에서 뛰어난 품질과
내구성으로 전세계에서 사랑 받는 브랜드.

[Thomas Sabo]
개성 있는 디자인의 고퀄리티의 악세서리(목걸이, 귀걸이, 팔찌, 반지, 시계 등)를 다양하게 전개하는
독일에서 시작된 글로벌 브랜드.",해외본사와 홍보관련 커뮤니케이션네이버 브랜드 광고 운영 및 카카오 플러스 친구 운영키워드 검색과 디지털 마케팅 툴을 통한 분석 및 개선 도출소셜 미디어 운영과 인플루언서 마케팅광고홍보에드버토리얼 기획 및 진행홍보 마케팅 기획 및 마감 리포팅홍보 마케팅 예산 기획 및 관리주요 이벤트활동 공유 및 매장과 업무협의주요언론 매체 노출관리,"서류전형 > 면접전형 > 최종합격
※ 각 부문별 합격자에 한하여 개별 통보합니다.

제출서류
ㆍ이력서, 자기소개서, 포트폴리오
ㆍ최종합격 후 경력증명서, 건강검진서, 원천징수 영수증, 졸업증명서,
   공인시험 및 기타 자격증 사본(소지자에 한함), 취업보호대상증명서(대상자에 한함) 제출
","- 급여제도 -
4대보험 가입, 퇴직연금, 인센티브제

- 휴무 / 휴가 -
연차(반차), 경조휴가, 근로자의날 휴무, 포상휴가, 출산휴가, 육아휴직, 남성출산휴가

장기근속 직원포상, 우수사원 포상, 야간교통비 및 식대 지원

어학 교육비 지원

자사 제품 직원할인가 구매

명절 선물 증정

생일 당일 오후반차 및 케익증정","서울 강남구 선릉로152길 17, 4층",학력  초대졸 이상경력  2년이상컴퓨터활용능력 우수자엑셀 고급능력 보유자문서작성 우수자포토샵 능숙자영어 능통자,1821
(주)비상한마케팅,정규직,"['기획', '마케팅', '콘텐츠기획', '퍼포먼스마케팅', '바이럴마케팅']","안녕하세요 온라인 바이럴마케팅 전문회사 (주)비상한마케팅 입니다.
젊고 열정있는 마케터들이 모여 기하급수적인 성장속도를 보여주고 있는 회사입니다.

회사 분위기가 업무의 효율을 돠우한다고 믿고있기에 사람이 최우선인, 함께 성장할 수 있는 회사를 만들기 위해 노력하고 있습니다.

DETAILS OF BUSINESS AFFAIRS
급속도로 성장하는 비상한마케팅과 함께 성장할 재치있는 마케터를 모십니다

- 매일 개인별 1:1피드백
- 신규 프로젝트 참여 기회 제공
- 능력개발 및 자격증 취득 지원
- 능력에 맞는 빠른 진급 및 성장 기회 제공
- 마케팅 시장에 대한 체계적인 교육 진행
- 전직원 헬스장 무료 지원", 인플루언서와 소통 바이럴 마케팅 캠페인 운영 광고주와 마케팅 관련 커뮤니케이션 콘텐츠 기획 및 제작 등 마케팅  광고 관련 데이터 정리 및 시장분석 제안서 및 리포트 작성,1차서류 > 2차면접 > 합격자통보,"외제차지원 혜택 및 근무환경
(주)비상한 마케팅은 좋은 환경에서 최고의 결과물이 나온다고 생각하여 업무 효율과 개인의 워라벨을 위해 회사 내 외제차 프로모션을 지원하고 있습니다. (팀장 프로모션 달성시 외제차 지원)

복지혜택
비상한 마케팅은 회사를 위해 열심히 일해준 직원들에게 최고의 복지혜택을 제공하고 있습니다.

경조사 지원
기쁠 때나 슬플 때나 함께 합니다!

카페테리아
스벅비켜!
간식과 식음료 빵빵!

워크숍
하나되어 즐기며 끈끈한 동료애

역세권사무실
집만 역세권인가?
나오면 바로 사무실!

쾌적한 회의실
쾌적하고 자유로운 회의실 사용

각종 현금시상
추가적으로 다양한 성과금 시상 제공

명절선물
마음은 가볍게, 양손은 무겁게

넉넉한 점심시간
11:30-13:00
(1시간 30분)

생일자 이벤트
생일케이크는 회사가 쏜다!

맞춤 교육
베테랑 이사님의
영업스킬 무한전수!

주시상 제공
매주 우수 직원 인센티브 지급

매월 회식비 제공
지출 걱정 ZERO
회식비용 전액 지원!",경기도 의정부시 문화로, 성실함  항상 성실한 자세로 상대를 먼저 배려할 수 있는 여유로운 인재 트렌디한 감각  빠르게 변하는 트렌드를 캐치하여 재치있는 기획이 가능한 인재 책임감  주어진 일을 완수하며 프로다운 모습을 보여주는 인재 문제해결 능력  뛰어난 해결능력으로 업무시 문제를 대처할 수 있는 인재01 평소 SNS채널블로그 인스타그램 카페 커뮤니티 유튜브 등 운영 및 관심 있는 분02 바이럴마케팅 실행 및 광고주 KPI달성 경험 있는 분03 온라인 마케팅 캠패인 채널 실행 가능 하신 분04 광고주  인플루언서와의 의사소통이 뛰어나신 분05 포토샵 영상편집 가능한 사람06 광고주와 소비자의 중심에서 사고할 수 있는 분07이슈 발생 시 능숙하게 대처할 수 있는 분08 비상한마케팅의 조직문화를 이해하고 팀원들과 함께 융화되어 성장하고자 하는 목표를 지닌 분,1833
(주)엘알에이치알,정규직,"['마케팅', '브랜딩', '퍼포먼스마케팅']","인간의 본능을 자극하는 마케터를 찾습니다. 

-------------------------------------------------------

# 0) 석기 시대에도 명품이 있었다는 사실, 알고 계셨나요?

뼈로 만든 목걸이,,, 조개로 만든 가면,,, 

“명품”은 그 모양과 생김새만 달랐을 뿐, 인류의 태동과 그 시작을 함께했습니다. 

하루 하루 생존을 위해 살았던 그 옛날에도, 우리 선조들은 아무 쓰임새 없는 장신구를 만들어 사용했습니다. 

그리고 그 장신구를 착용할 수 있었던 건 권력자와 사제들로 한정되었으며, 일반인들은 “명품”을 착용할 엄두도 내지 못했습니다. 


21세기를 살아가는 현대인의 모습도 그와 크게 다르지 않습니다. 

당장 없어도 인생을 살아가는 데에 아무런 불편함이 없지만, 기본 수 십만원 많게는 천만원 단위에 달하는 명품 가방, 지갑, 신발, 의류를 모두가 갖고 싶어합니다. 

다만 석기 시대와 달라진 게 있다면, 일부 권력층만이 누리던 명품이 이제는 일반인들도 손쉽게 마음만 먹으면 구매할 수 있다는 것이죠. 


남녀노소, 재산의 적고 많음을 떠나 모두가 원하는 명품은 애석하게도 모두 “소모품”입니다. 

제 아무리 가방이 비싸도, 가죽은 사용할수록 해지기 마련이며, 밑창은 닳기 마련이거든요. 

그렇기에 인류는 이제 수선이 필요합니다. 

누군가는 새상품을 살 돈을 아끼는 현명한 소비를 위해, 또 누군가는 그 물건에 담긴 소중한 추억을 살리기 위해, 혹은 이미 단종되어 이제는 구할 수 없는 아이템을 복원하기 위해. 

모두 각자만의 이유로 패피스를 이용하고 있습니다.


-------------------------------------------------------


# 1) 패피스가 뭔데요?

패피스는 명품을 사랑하는 사람들이 쉽고, 편리하게 명품을 재탄생시킬 수 있도록 하기 위해 태어난 

국내 최초이자 유일의 “명품 수선 플랫폼”입니다. 

- 21년 11월 첫 런칭 이후, 1년 6개월 동안 누적 방문자 40만명, 누적 거래액 10억을 기록하며 빠르게 성장하고 있습니다.
- 스마일게이트인베스트먼트, 본엔젤스벤처파트너스, 베이스인베스트먼트로부터 누적 12억의 투자금을 유치했으며, 김봉진 전 우아한형제들 의장님, 최희민, 홍주영 라포랩스(퀸잇) 대표님들을 개인 주주 및 멘토로 모시며 든든한 지원군을 확보했습니다.
- 신세계, 리본즈, 캐치패션 등과 협업하며 명품 관련 기업들의 러브콜을 받으며, 명품 시장에서의 떠오르는 신성으로 인정받고 있습니다.


-------------------------------------------------------


# 2) 이런 성향의 분을 찾습니다.

1) 인간의 본능을 자극하는 아이템/컨텐츠를 좋아하는 사람 

아마존 ceo 베조스는 10년 후 변하지 않는 것에 주목하라고 했죠. 시장의 변화와 유행에 휩쓸리지 않는 산업은 결국 인간의 본능과 관련된 사업들입니다. 현재 세계 1위 부자가 루이비통을 비롯한 각종 명품 브랜드의 자회사인 LVMH 회장이라는 사실만 봐도, 본능을 자극하는 명품 산업이 얼마나 크고 유효한 시장인지 알 수 있습니다. 

“사람들은 왜 몇천원 주차비는 아까워하지만, 수 억원짜리 슈퍼카는 아까워하지 않는 거지?”

“수선은 돈 없는 사람들만 하는 거라고 생각했는데, 왜 돈이 많은 사람들이 더 많이 이용하는거지?”

라는 식의 질문을 한 번이라도 떠올린 적이 있거나, 이 질문에 대한 답을 직접 찾아보고 싶은 분을 원합니다. 


2) 스페셜리스트가 아닌 스트리트 파이터

저희는 평균 연령 만 25.3세, 총 인원 10 명의 젊은 초기 스타트업입니다. 다들 젊기에 경력 또한 짧을 수 밖에 없죠. 

하지만 역으로 경험 부족에서 나오는 무모함과 패기는 저희 조직만이 가질 수 있는 강점입니다. 

특정 분야의 전문성도 좋지만, 우리 앞에 놓인 문제를 해결하기 위해 수단과 방법을 가리지 않는 “스트리트 파이터”를 원합니다. 


3) 성장에 목말라있는 욕심있는 주니어 마케터를 찾습니다. (최대 경력 5년) 

성장의 가장 큰 원동력은 바로 ‘욕심’입니다. 해보고 싶은 것도 많고, 또 할 수 있는 잠재력도 있는 열정있는 주니어 분들을 원합니다!  


-------------------------------------------------------


# 3) 우리 팀은 이런 팀이에요!

패피스를 만들어가는 LRHR은 Low Risk High Return의 약자로, 수 많은 실패와 좌절이 있어도 결국에 성장을 통해 우린 성공할 것이라는 패기가 담긴 사명입니다. 우리는 젊고 똑똑하기에 잃을게 없다!는 의미죠. 

패피스의 시작은 사실 명품 수선 플랫폼이 아닌, 옷장 공유 플랫폼이었습니다. 이를 위해 인플루언서들을 섭외하고, 그들의 명품을 세탁, 수선해줄 명품 세탁소를 찾는 것이 첫번째 미션이었는데요. 

허나 강남의 명품 전문 세탁 수선소 수십 군데를 찾아가도 돌아오는 대답은 모두 “명품은 정찰제가 안돼요! 비싸기도 하고, 리스크도 너무 높아서 기업가로 진행 못해요”였습니다. 

공동창업자 3명이 전부였던 당시 저희는 결국 21년 1월에 피벗팅을 진행하게 되었고, 2개월만에 개발자도 없이 MVP를 출시했습니다. 


반응은 생각보다 뜨거웠는데요. 껍데기밖에 없는 랜딩페이지에 사람들이 수백만원짜리 가방을 믿고 보내는 모습을 보며, **패피스는 세상에 필요한 서비스**라는 확신을 얻었습니다.  

이때의 경험은 저희 LRHR이 일하는 방식의 근간이 되었습니다. 

첫번째는 바로, **“언제나 고객 중심으로 사고”**입니다. 기업의 본질은 고객에게 있기에, 고객이 원하지 않는 서비스는 세상에 존재할 이유가 없고, 전사의 모든 직원이 고객의 목소리를 언제나 가깝게 들으려 노력합니다. 

두번째는, **“가장 빠르게 가는 것보다, 가장 멀리가는 것을 목표로”**입니다. 화려한 디자인, 대규모 마케팅 예산, 과도한 개발인력보다는 현재 저희의 상황에 맞춰 할 수 있는 최선을 다합니다. 허세를 부리거나 요행을 바라지 않고, 팀원 모두가 차분하고 정직하게 대의명분을 향해 달려가고 있습니다.", 4 이렇게 일하시는 분을 찾습니다 패피스 마케팅 팀은 목표를 기반으로 가설을 검증하고 실행해나가는 팀입니다 이번 분기 목표는 더 많은 사람에게 패피스를 효율적으로 알리자이며 이를 달성하기 위한 퍼포먼스 마케팅다양한 채널을 담당하게 됩니다 목표를 달성하기 위해 마케팅 전반에 대한 기획 및 실행을 다양한 직무의 분들과 함께할 것이며 아래와 같은 경험이 있으시면 도움이 될 것 같습니다     GA 에어브릿지 등의 다양한 MMP 툴을 활용하여 유저를 분석해본 경험이 있으신 분     메타 GDN GSA NSA등 각종 퍼포먼스 마케팅 채널들을 세팅해본 경험이 있으신 분 분야 상관없이 스타트업 마케팅 팀에 재직 경험이 있으신 분 브랜딩에 관심이 많은 분 포토샵 프리미어 애프터이펙트 활용에 능숙하신 분이면 완전 환영입니다  필수X,,"# 5) 근무조건&복지

- 근무 시간 : 본인의 라이프스타일에 맞춰 일할 수 있도록 유연근무제를 실시합니다.  (9~11시 출근)

- 급여 : 직전 연봉을 충분히 고려하여, 태도/실력에 걸맞는 수준으로 맞춰드려요.

- 꾸준한 동기부여와 보상을 위해 스톡옵션 지급합니다.

- 맥북 + 4k 모니터 + 주변기기 구매해드립니다. 

- 팀원의 성장을 위해 책과 강의, 스터디, 멘토링 무한 지원합니다!

- 간식, 안마의자, 수면실, 샤워실 기타 편의시설 완비!","서울 강남구 테헤란로 217, 603호",주요 업무란 참조공고 서론 참조,1841
