회사명,고용 형태,스킬,기업 소개,주요 업무,자격 요건,우대 사항,채용 절차,복리후생,회사위치,직무(복수선택),직무_lv1,직무_lv2
(주)디에이그라운드,정규직,"['금융', 'python', '리서치', '애널리스트', '트레이더']","디에이그라운드는 핀테크 스타트업으로 비트코인, 이더리움 등 디지털 자산(=크립토)을 투자하여 더 쉽고 안전하게 수익을 얻을 수 있도록 크립토 투자 서비스 샌드뱅크를 운영하고 있습니다.

샌드뱅크는 크립토를 다양한 방식으로 운용하여 수익을 창출해 고객에게 지급하는 방식의 서비스를 하고 있으며, 더 나아가 단순한 수익 지급을 뛰어넘어 거래소, 개인지갑, 디파이 등에 흩어져 있는 자산을 한 군데에서 관리하고 쉽게 투자할 수 있는 크립토 종합 자산관리 서비스를 출시할 계획입니다.

샌드뱅크 팀에 합류해, 크립토 금융이 가진 매력을 사람들에게 보여줄 수 있는 다이나믹한 여정에 함께하세요!","샌드뱅크팀의 자산운용그룹은 전문성을 토대로 다양한 무위험 알고리즘 트레이딩에 대한 데이터를 수집/분석하고 트레이딩 전략을 수립하여, 고객의 자산을 더 안전하게 운용합니다.

‘아무리 돈을 많이 벌더라도 손실을 피하는게 더 중요하다.’는 철학을 가지고 불확실한 상황과 불완전한 정보 속에서도 최선의 선택으로 고객의 자산을 운용하기 위해 노력하고 있습니다.


구체적으로는 아래와 같은 업무를 담당합니다. 

- 데이터를 수집하고, 전처리하고, 분석합니다.
    - Finance, Time-Series 중심의 데이터 수집
    - Data Cleaning based pre-processing
    - Time-Series 데이터의 분포, 통계적 특성 분석

- 운용 전략 도출 및 백테스팅을 통한 검증을 진행합니다.
    - 정량적, 정성적 사고의 균형을 통한 운용 전략 파악 → 백테스팅 검증 → 운용 전략 개선
    - 시각화 및 통계적 기법을 통한 기대 성과, 위험 분석

- 트레이딩 봇을 기획합니다.
    - 개발자가 쉽게 이해할 수 있는 표현으로 운용 전략을 구체적으로 작성
    - 예외 사항(거래소 리스크, 봇 셧다운 리스크 등) 제안
    - 기획대로 봇이 구현되었는지 확인

- 운용 성과를 분석합니다.
    - 시각화된 대시보드를 기반으로 실시간 혹은 정기적 운용 성과 확인
    - 통계적 수치들을 기반으로 현재 성과 및 리스크와 기대 성과 및 리스크 대조
    - 실제 성과 기반 운용 전략 개선안 도출","- 크립토, 금융, 특히 트레이딩에 대한 경험이 있으신 분
- 데이터 분석 경험이 있으신 분
특히, 시계열 데이터 및 비정형적이고 정답이 없는 영역에 대한 데이터 분석
- 금융 및 크립토 트레이딩에 대한 호기심과 전반적 이해를 가지신 분
- 다른 리서처, 개발자와 명료하게 의사소통할 수 있는 능력이 가지신 분(Verbal + Writing)
- 접해보지 못했던 새로운 문제를 자율적이고 도전적으로 해결할 수 있는 능력을 가지신 분


sandbank Quant Researcher를 이루는 핵심 기술 스택

- 파이썬(Pandas, Numpy, ScikitLearn, TensorFlow, … ,) + MySQL
- 문서 작성 및 시각화(Matplotlib, Seaborn, 알고리즘 도식 등)","호기심을 바탕으로 새로운 정보를 수집하고 빠르게 흡수하여 응용할 수 있는 분을 찾고 있어요.

퀀트 리서처의 본질인 비판적, 논리적, 분석적 사고를 가지고, 자신의 분석을 팀원에게 잘 전달하여 더 나은 의사 결정을 위한 뛰어난 커뮤니케이션 능력을 가진 분이면 좋겠습니다!



이력서와 포트폴리오는 이렇게 작성하시면 좋아요.
- 한 줄이라도 좋으니, 디에이그라운드에 지원하시게 된 이유를 알려주세요!
- 프로젝트 별 역할과 기여도를 명시해주세요. 
- 문제해결 과정을 알 수 있으면 좋겠습니다.



* 정규직 채용의 경우 3개월의 수습기간이 있으며, 각 전형 및 샌드뱅크에 대한 자세한 설명은 디에이그라운드 채용페이지를 참고해주세요!
https://bit.ly/3wFGpLC",,"업무 제도 및 지원
- 자율적인 출퇴근이 가능해요. (유연&몰입 근무제, 재택 근무제)
- 오피스 출근 시 점심 식대를 지원합니다.
- 업무 관련 교육 및 도서를 지원해요.
- 본인의 업무환경 개선을 위해서는 언제든 연차 사용이 가능해요.
- 연차 외에 리프레시 휴가 5일을 추가로 부여하고 있어요.
- 자유로운 복장와 직급 없이 '님'으로 소통하는 수평적 조직문화를 가지고 있어요.
- 매월 동료들과 함께 즐거운 시간을 보낼 수 있는 엑티비티 데이를 운영하고 있어요.

업무 환경
- 필요에 따른 고사양 디바이스와 듀얼 모니터 및 소프트웨어를 제공해요.
- 전동 높낮이 조절 스탠딩 데스크를 사용하고 있어요.
- 30만원 이상 상당의 의자를 사용하고 있어요. (시디즈, 코아스 등)
- 다양한 툴(Slack, Notion, Google Drive 등)을 유료로 사용하고 있고, 
   좋은 툴이 있다면 언제든 제안하고 함께 사용할 수 있어요.
- 청년 내일채움공제 / 청년 재직자 내일채움공제 / 재직자 내일채움공제 신청이 가능해요.
- 성과에 따른 보상 제도와 스톡옵션 협의가 가능해요.","서울 강남구 학동로30길 34, 2층","['증권/투자분석가', '자산운용가']",['금융/재무'],"['증권/투자분석가', '자산운용가']"
