주요 업무,자격요건 및 우대사항
 서비스 중인 앱의 새로운 기능 개발 퍼포먼스와 버그 이슈 관리 및 개선 앱 기획 참여와 신규 앱 개발 등 기타 앱 서비스에 관련된 모든 업무, React의 동작방식과 Hook에 대한 이해도가 있는 분 Mobile Application 혹은 React  사용 서비스 개발 및 유지보수 3년 이상의 경력 React Native 혹은 iOS Android로 제품을 출시한 경험이 있는 분 JavaScript TypeScript에 대한 기본적인 이해ES6 주어진 기능 및 UI 요구사항을 설계구현테스트 할 수 있는 분 확장 가능한 개발을 지향하며 리팩토링 버전관리Git등의 체계적인 코드관리에 익숙하신 분 Nodejs 환경 및 라이브러리에 대한 지식 혹은 습득 능력을 갖추신 분 기본적인 영어 능력읽기 쓰기 간단한 회화 해외여행에 결격사유가 없는 분 DAU 30만 이상의 서비스 혹은 그에 준하는 경험 좋은 UIUX 개발에 관심이 많으신 분 앱의 테스트 및 배포 자동화 등에 경험이 있는 분 다른 개발자와의 협업을 위한 프로세스 구축 경험 오픈소스 참여 경험
   Android  iOS 앱개발   교육서비스 앱개발 및 운영, Android App   Andorid 앱 개발 및 배포 경험   Kotlin 및 retrofit 능숙하게 다룰수 있는자   iOS App   iOS 앱 개발 및 배포앱스토어  인하우스 경험   Swift 개발 경험    C NETWPF WinForm DB 경험자 커뮤니케이션 역량이 우수한 자
모바일 응용소프트웨어 개발, PlatformLanguage Androidkotlin iOSSwift flutter 우대 IoT Device 연동 경험 우대 BLE기반 연동 경험 우대 Background 기반 동작 개발 경험 우대 사용자 정보 수집 경험 우대
새로운 멤버를 찾게 된 배경에 대해서 말씀 드려요iOS 개발자는 모던 아키텍트 개발 연구소에 소속되어 생활하게 됩니다 요건에 스스로가 잘 맞는다는 확신이 드신다면 부담 없이 지원해주시기 바래요 모던 아키텍트 개발 연구소는 고퀄의 개발을 총괄하는 부서로서 개발자 기획자 디자이너가 함께 일하고 있는 부서에요새로이 모시게 되는 iOS 개발자분을 채용하게 된 이유는 크게 2가지에요첫째로는 우리의 제품을 사랑해주시는 고객분들이 지금보다 더 편안하게 사용하고 새로운 경험을 하실 수 있도록 우리는 신규 헤이홈 iOS 앱을 개발하려고 합니다두번째는 우리가 진행하고 있는 수많은 타 회사와의 프로젝트를 맡아 타 제품과의 연동 및 분석작업을 통해 본인과 조직의 성장을 도모하실 분을 모시고자 합니다고퀄의 iOS 개발자는 많은 이해 관계자들과 협업을 필요로 하고 이런 과정들 속에서 성장의 기회를 가질 수 있을 것 이라 확신하고 있어요IoT라는 새로운 가치를 고객에게 제공하는 여정에 함께 하실 분을 기다릴께요 입사 후 성장 방향모든 단계는 개인의 역량과 경력에 따라 차이가 있을 수 있어요 1 MONTH회사의 문화 비전 일하는 방식 등을 익히고 팀에 적응하는 시간을 갖습니다연구소에서 사용하는 기술 환경을 익히고 온보딩을 완료합니다코드 리뷰를 통해 팀의 지향점에 대해 이해하는 시간을 갖습니다기존 코드에 대한 파악을 통해 향후 어떤 방식으로 진행할지 함께 의견을 나눕니다3 MONTH연구소 내의 기술 환경과 개발 패턴에 익숙해집니다기존 코드에 대한 파악이 이루어지고 작은 task 단위의 일을 스스로 할 수 있게 됩니다개선할 수 있는 부분들을 바로 반영하여 본인의 성장에 도움이 되는 단계입니다6 MONTH큰 프로젝트에 참여하여 기능을 개발하고 고객에게 가치를 제공하게 됩니다업무의 범위 설정 계획 등에 적극적으로 참여할 수 있게 됩니다대부분의 스택과 인프라에 자유롭게 접근하고 익숙해지는 단계입니다12 MONTH기능을 온전히 개발하여 고객에게 제공할 수 있는 단계 입니다향후 개발할 기능 선정과 일정에 적극적으로 참여할 수 있습니다효율적으로 일 할 수 있는 방법에 대해 고민하고 의견을 내어 개선을 이끌어 낼 수 있습니다새로운 동료를 찾고 온보딩을 지원하는 과정에 참여하게 됩니다,이에요 5년 이상의 경력을 가진 분포괄적인 IoT 서비스의 구조에 대해서 이해하고 계신 분앱 개발 능력을 보유하시는 분기획  디자인  개발 직군과 원활한 커뮤니케이션이 가능하신 분사용자 중심 IoT 제품 최적화에 관심이 있으신 분가장 앞서서 달리는 것은 많은 에너지를 소비하는 일이에요하지만 우리는 새로운 것들을 시도하고 남들이 가보지 못한 길을 개척하면서 즐거움을 느끼는 사람들과 함께 하고 있어요고퀄은 정답이 없는 다양한 과제에서 도전하는 것에 가치를 느끼고 빠르게 성장하려는 사람들이 모여 있는 곳이에요만약에 아래의 가치에 부합하다고 생각하신다면 우리는 재밌게 일할 수 있을거에요 새로운 가치를 세상에 제공하는 것에 흥미를 느끼시는 분반드시 이루어야 하는 목표가 존재하고 이루기 위해서 해내고자 하는 강한 SelfMotivation이 있는 분본인이 틀릴 수 있다는 것을 항상 인지하고 열린 자세로 소통과 협력을 할 수 있는 사람개인의 성장만을 추구하지 않고 고객을 위한 가치에 대해서 함께 고민할 수 있는 분존중을 기반으로 행동하고 커뮤니케이션하시는 분자율과 책임을 구분할 줄 아는 분Why What How 의 관점에서 생각하고 행동하시는 분
 Flutter 기반 네이티브 앱 개발 윈도우 어플리케이션 개발 Google Play Store Apple 앱 스토어 등록심사 관리, C CPP Flutter 언어 중 최소 2개 개발 경력 5년 이상 Native 어플리케이션 개발 경험 Json 기반 Socket 데이터 통신 이해 가능한 분 GitHub GitLab BitBucket등 분산 버전 관리 환경에서 개발 익숙하신 분 키오스크 분야 개발 경험 보유자 Serial TCPIP 통신 기반 장치제어 어플리케이션 경험자 스타트업 경험자 및 진취적 열정을 가진 사람 데이터 통신 프로토콜에 대한 이해도가 높은 사람
 모두의주차장 iOS 설계 및 구현 모두의 주차장 파트너앱 신규기능 개발 및 유지보수 모두의 주차장 앱 성능 및 품질향상 및 서비스 리팩토링 진행 언어 Swift, iOS 개발 5년 이상 혹은 그에 준하는 실력을 보유하신 분 iOS 플랫폼 대한 높은 이해도를 보유한 분 Swift 언어로 실제 운영되는 앱을 개발 운영해보신 분 Custom UI Custom Animation 개발 경험이 있으신 분 RESTful API 연동 경험이 있으신 분 App Store 배포관리 경험이 있으신 분 위치기반 서비스 경험이 있으신 분 상용서비스 프로젝트 설계 및 리팩토링 경험이 있으신 분 UnitUI Test 작성 경험이 있으신 분 RxSwift Combine 등 Reactive Programming 에 대한 이해가 있으신분 Android 개발경험 및 코드리뷰 가능하신 분
IOS 앱 솔루션 신규 개발 및 유지보수, 학력 대졸 이상컴퓨터공학과 혹은 관련 학과 졸업 경력 IOS 개발 경력 3년 이상 ObjectC와 Swift 개발 경험이 있는 분 MVVM 아키텍처에 대한 이해 및 개발 경험이 있는 분 UIUX에 대한 기본적인 이해가 있는 분 스토어에 앱 배포 및 운영 경험이 있는 분 영어 가능자 PKI FIDO 관련 지식 보유 및 관련 개발 경험이 있는 분 코드 분석 및 리펙토링 아키텍처 개선 경험이 있는 분 새로운 기술 습득 및 지식 공유를 즐기는 분 장애 발생 시 원인 분석 및 수정을 원활히 해낼 수 있는 분 영어 능통자
우리는 AI와 Computer Vision등으로 개발된 인식 엔진을 모바일 어플리케이션에 적용하고 고객의 다양한 요구사항 반영하며 인식 엔진 개발 조직과 커뮤니케이션을 하며 좀 더 좋은 품질의 어플리케이션 연동 및 개발을 진행 합니다,우리와 함께 하기 위해서는 이런 조건이 필요합니다 CC 개발 경험이 있으신 분이 필요합니다 Android iOS 개발이 가능하신 분이 필요합니다한 분야만 가능하시더라도 다른 분야를 함께 해 보고 싶으신 분 JNI 등 Native 엔진과 연동 개발 경험이 있으신 분이 필요합니다 Android iOS 중 적어도 한 분야 개발 경력이 5년 이상인 분이 필요합니다 CMake 사용 경험이 있으신 분이면 좋습니다 다양한 개발 경험을 추구하시는 분이면 좋습니다우리는 이런 분들의 가치를 높게 인식합니다 학교에서 배운 기본 지식 대해 학문적 관심에서 깊이 있게 공부한 분이 좋습니다 한번이라도 본인이 스스로 무언가를 개선하거나 성공시킨 사례가 있으면 좋습니다 생각보다 많은 실패를 경험하신 분이 좋습니다 회사와 함께 같이 성장하기를 기대하는 분이면 좋습니다 다른 구성원들의 의견을 경청하고 근시안적인 사고로 판단하기보다는 조금 길고 크게 볼 수 있으면 좋습니다 본인의 의견을 주장하실 때 충분한 논리로 소통하는 분이 좋습니다 때로는 대의를 위해 본인 주장을 약간 희생 할 수 있으면 좋습니다 구성원들과 소통을 자주 많이 골고루 할 수 있으면 좋습니다 결과가 좋던 나쁘던 솔직하게 자기 객관화를 통하여 소통하는 분이 좋습니다 본인의 의견이 있을 때는 숨기지 않고 충분히 말하는 분이 좋습니다 뒤끝은 없는 분이 좋습니다 유연한 사고를 하는 분이 좋습니다 주변 사람에 대한 네트워크가 많은 분들이 좋습니다 주변 사람들의 장점 위주로만 보고자 하는 분이 좋습니다
동영상 편집 앱 VDIT을 더욱 안정적인 앱으로 업그레이드해주실 iOS개발자를 찾고 있습니다  동영상 편집 앱을 개발합니다  Swift를 이용한 UI 개발 및 이미지 영상 처리 기능 개발  비디오 컴포지션 파이프라인 최적화 또는 구성  iPad Mac 사용성 대응 앱 개발  앱 제작 전반에 대해 밀접하게 참여합니다, 5년 이상의 객체지향 프로그래밍 경력 3년 이상의 iOS 개발 경력 혹은 그에 준하는 실력  사진 비디오 촬영을 즐겨하며 비디오 편집 프로그램에 대한 이해도가 높은 분  동료와 소통하며 지속적으로 앱 개선하는 것을 즐기시는 분  계획적으로 일을 진행하여 꼼꼼하게 처리할 수 있는 분  자신이 맡은 분야를 주도적으로 이끌어 나갈 수 있는 분 이미지 영상 처리 개발 경험이 있는 분  코드 개선 자동화 아이디어가 샘솟는 분  iOS 디자인 가이드에 대한 깊은 이해를 갖고 있는 분  동영상 편집 앱 관련 업무 경험  Asana Slack Notion 사용 경험  온라인 커뮤니케이션 능력이 높은 분
 자사 iOS앱 개발 및 유지보수 iOS앱 운영 및 앱스토어 배포관리, 학력  초대졸 이상23년제 경력  3년 이상 iOS개발 ObjectC기존 유지관리 Swift 신규개발 가능자 Bluetooth 통신 개발 경험자 Firebase등 오픈소스 라이브러리 이용 개발 경험자 Auto Layout Storyboard 사용 경험자 IOT관련 개발 경험자 관련 전공자
 OnDevice 기반 마이데이터 거래 플랫폼 및 어플리케이션 개발iOS 자사 Open API 및 블록체인 서버 연동을 통한 비지니스 로직 개발 Apple App Store에 어플리케이션 배포 및 유지보수, 3년 이상 iOS 개발 경험을 보유한 자기 주도적인 성향의 개발자 새로운 분야에 대한 학습을 두려워하지 않는 개발자 커뮤니케이션 및 협업에 능숙한 개발자 비동기 프로그래밍에 능숙한 개발자 Dart 언어에 능숙한 개발자 Kotlin Multiplatform 를 이용한 API 개발 경험자 GraphQL 기반의 API 개발 경험자 Realm Database를 이용한 개발 경험자 Apple App Store에 어플리케이션 배포 경험자 SwiftUI 기반의 어플리케이션 개발 경험자 ObjectiveC 사용이 가능한 자 Cocoa Pod에 배포 경험자
 OnDevice 기반 마이데이터 거래 플랫폼 및 어플리케이션 개발Android 자사 Open API 및 블록체인 서버 연동을 통한 비지니스 로직 개발 Google Play Store에 어플리케이션 배포 및 유지보수,Android 3년 이상 Android 개발 경험을 보유한 자기 주도적인 성향의 개발자 새로운 분야에 대한 학습을 두려워하지 않는 개발자 커뮤니케이션 및 협업에 능숙한 개발자 Kotlin 언어에 능숙한 개발자 Jetpack 라이브러리에 능숙한 개발자Android Kotlin Multiplatform 를 이용한 API 개발 경험자 GraphQL 기반의 API 개발 경험자 Realm Database를 이용한 개발 경험자 Google Play Store 어플리케이션 배포 경험자 DaggerHilt 사용에 능숙한 개발자
 자사 서비스 개발 및 유지 보수, 3년이상 Swift SwiftUI 개발 경험 Git 형상관리 사용 경험 Reactive ProgrammingRxSwift Combine 사용 경험 
카메라파이 라이브 iOS버전을 신규 개발합니다 카메라파이 라이브 아이폰 앱 개발 라이브 스트리밍 기능에 필요한 인코딩 영상합성 스트리밍 기능 개발 유튜브 페이스북 트위치등 다양한 플랫폼 연동, 직군을 불문하고 타인과 원활한 소통이 가능하신 분 중요 하나라도 더 배우고 공유하고자 하는 의지가 있으신 분 Git Jira Confluence로 다른 사람과 협업이 가능하신 분 영어 API Docs를 보고 스펙대로 개발하실수 있는 분 Youtube Twitch 혹은 기타 방송 플랫폼 연동 경험이 있으신 분 MVI MVP MVVM등의 디자인 패턴 이해와 개발 적용 경험이 있으신 분 Clean Architecture Clean Code 구현에 깊이 고민하고 개선해보신 분 iOS 미디어 프레임워크에 대한 경험이 있으신 분 네트워크 환경에서 작동하는 모바일 앱서비스 개발 경험이 풍부하신 분 새로운 기술에 관심이 많고 자기 개발을 위해 노력하시는 분 UIUX의 차이점을 이해하고 고객 중심의 서비스를 설계하는데 익숙하신 분 긍정적이고 생산적인 토론을 즐기시는 분
GIS Service App 개발 및 운영Cloud Service App 개발 및 운영단말연동 WIFI App 개발 및 운영,학력전공  학사 이상무관경력  3년 이상  10년 이하상용 서비스 출시관리 경험Store 등록 및 관리 경험 있으신 분Swift ObjectiveC 능숙하게 사용하실 수 있는 분서버클라이언트 간 RESTful 기반 연동 개발 경험Multimedia 관련 App 개발 경험위치기반 서비스 App 개발 경험빠른 개발보다는 성능에 관심 있으신 분개발에서 소통과 협력이 가장 중요함을 알고 계신 분코드리뷰에 개방적이신 분새로운 기술을 시도하는 것에 대해 개방적이신 분
 Reactjs 또는 Vuejs 기반 웹 개발 Nodejs 데이터베이스 관리 데이터 크롤링 및 정제 업무 PMPO와 협업을 통해 비지니스 및 고객 임팩트 중심의 우선순위 기능 개발 관리자 및 데이터 모듈 최적화 및 리팩토링, 3년 이상의 Reactjs Vuejs Nextjs Nuxtjs 등 개발 경험 Typescript에 대한 이해 및 실무 경험자 AWS RDB NoSQL Restful API GraphQL 등 풍부한 백엔드 개발 경험 Github 및 Bitbucket을 이용한 버전관리 경험 Nodejs Framework 경험 MVC에 대한 이해도 Firebase를 사용한 Auth 및 FCM 개발 경험 Sketch Figma XD 등을 사용하는 디자이너와 협업 경험 문제 해결 능력 및 원활한 커뮤니케이션 능력 Readable 한 코드 작성 역량 빅데이터 크롤링 시스템 개발 및 실 운영 경험 개발팀 PL PM 등 프로젝트 관리 및 매니징 경험 CICD를 활용한 빌드 자동화 배포 경험 Notion Jira 등의 협력툴을 이용한 여러 팀원과 협업 경험 다른 언어를 새로 익히는데 거부감이 없는 사람 플루터 개발 경험자
 iOS App 서비스 설계 신규 개발 및 유지보수 iOS App 성능 및 품질 향상을 위한 노력 디자이너와의 협업을 통한 UIUX 개선 제품 성능의 향상을 위한 적극적인 의견제시, iOS 개발 경력 1년 이상 5년 이하 또는 그에 준하는 역량을 가지신 분 iOS 플랫폼에 대한 이해도를 가지신 분 Swift 언어에 대해 이해를 잘 하고 있는 분 Git 등 소스 관리 시스템 사용 경험을 가지신 분 사용자 UIUX에 대한 전문지식을 보유하신 분 디자인패턴 MVVM MVP  성능 최적화가 가능하신 분 Rest API에 대한 이해가 있으신 분 각종 Custom View Extension Protocol 설계개발 가능하신 분 코드 리뷰를 통해 함께 성장하며 더 좋은 코드를 위해 노력하시는 분 다양한 툴jira figma 등을 활용하여 개발 프로세스 단순화최적화가 가능하신 분 다양한 문제에 대해 체계적인 분석 및 해결 능력을 보유하신 분 다른 직무의 팀원과 적극적으로 대화할 수 있는 의사소통 능력을 가지신 분 컴퓨터 관련 학위 소지자 또는 그에 준하는 지식이 있으신 분이면 더 좋습니다 자동화된 배포 및 운영 경험이 있으신 분이면 더 좋습니다 상용 서비스의 시작에서 끝까지 완료 및 제품 개발 참여해본 경험을 보유하신 분이면 더 좋습니다 Github 링크 및 포트폴리오블로그 링크 또는 문서 제출이 가능한 분이면 더 좋습니다 업무 프로세스 및 개발 문화 개선에 관심이 많으신 분이면 더 좋습니다 비즈니스 수준의 영어or 일어가 가능한 분이면 더 좋습니다 
 자사의 다양한 문서데이터 보안 솔루션Fasoo Enterprise DRM FDR FSS  및 공유협업 솔루션Wrapsody Wrapsody eCo 의 Mac application 및 agent 개발 주요 기술역량  Swift ObjectiveC, macOS 애플리케이션 개발 경력 2년 이상 macOS 최신 개발 동향에 대한 관심과 이해 system extensions 또는 kernel extensions 개발 경험 macOS daemon 및 agent 개발 경험 앱 배포 업데이트 혹은 패키징 경험 CC 기반 개발 경험
 성능 모니터링 정보를 모바일 기기에서 사용자가 보기 쉽게 시각화 합니다 모니터링 중 특이사항이 발생하는 경우 사용자가 인지할 수 있도록 모바일 앱을 개발합니다IOSAndroid  포함, Flutter를 사용한 모바일 앱 개발이 가능하신 분필수 모바일 앱 개발 5년 이상 경험이 있으신 분 모바일 푸시 개발이 가능하신 분 Android  iOS 스토어 모바일 앱이 가능하신 분 서버 API 연동 및 웹 연동 기능 개발이 가능하신 분 데이터 시각화 및 UIUX 개선 기획 경험이 있으신 분 웹 앱 개발 경험이 있으신 분 서비스 운영 및 모니터링 서비스 사용 경험이 있으신 분
 자사 서비스 앱 개발 및 유지보수, Swift 를 사용하여 iOS 앱 개발 경험자 기본적인 서버  클라이어트 구조에 대한 이해가 가능하신 분 웹소켓 등 실시간 양방향 통신에 대한 개발 경험을 가지신 분 App 출시 경험자 새로운 지식을 습득하는데 거부감이 없는 분 커뮤니케이션이 원활하신 분
아프리카TV 글로벌 서비스의 모바일 앱 개발 및 운영 Global 서비스 iOS 앱 개발 사업 진행에 따라 아프리카TV 자회사에서 근무 할 수 있습니다, 관련 직무 경력 4년 이상 보유하신 분 Swift 기반 iOS 개발 경험을 보유하신 분 미디어 서비스 개발에 관심이 있으신 분 Git을 통한 협업 경험이 있으신 분 개발자가 아닌 유저입장의 시각도 가지고 있으신 분 글로벌 서비스 개발 경험이 있으신 분 영어 커뮤니케이션이 가능하신 분
FLO iOS Service를 개발합니다 iPhone iPad Application Apple CarPlay Apple Watch Mac OS Application,iOS 개발 경력 5년 이상인 분원활한 커뮤니케이션 능력을 갖추고 계신 분Swift 기반의 앱 개발 경험이 있으신 분코드 리뷰에 긍정적이신 분오디오 관련 서비스 및 Live Streaming 앱 개발 경험이 있으신 분MVVM Architecture 및 RxSwift에 경험이 있으신 분개발 관련 Trend에 관심이 많으신 분Unit Test 작성을 적극적으로 하시는 분사용 중인 기술RxSwift ReactorKitMVVM ArchitectureRealmSwiftXCTest Quick NimbleGithub Action Fastlane CocoaPods
지닥거래소는 국내 4위권 법인 거래 1위의 가상자산 거래소입니다 올해 은행의 실명인증 계좌확보를 통해 더욱 큰 성장을 앞두고 사용성 개선을 위해 모바일 앱을 개발하려 합니다 본 포지션은 지닥 거래소 모바일 앱을 React Native 로 개발하는 업무를 수행하게 됩니다 GDAC 거래소 앱 Android iOS 개발 담당 기본적인 앱 화면 구성 개발 및 개선 WebSocket을 통한 소켓 통신 개발 및 개선, 네이티브 앱 개발 혹은 React 를 사용한 웹 서비스 개발 경험 있으신 분 Javascript 에 대한 기본 지식을 보유하신 분 React 에 대한 높은 이해도 보유 React hook flow  State Redux 플랫폼별 차이 및 흐름을 이해하고 그에 맞는 페이지를 구성할 수 있는 분 비동기 처리async에 대한 이해가 있으신 분 2년 이상의 개발 경력 보유 React Native 로 앱 출시한 경험이 있으신 분 Native App 개발 경험이 있으신 분 Android iOS Native 문제 파악 능력이 뛰어나고 근본적인 문제해결 방법을 찾아 구현하실 수 있는 분
 가상자산 거래소 GDAC지닥 및 관련 금융 서비스자산운용 송금 결제 모바일앱 개발하고 기존 기능을 개선합니다앱은 React Native로 개발하고 있지만 여전히 Native 개발로 진행해야 하는 부분이 있습니다 따라서 본 포지션은 iOS 개발 경험을 보유하신 분 중 React Native로 커리어 확장을 원하는 분에 적합합니다, iOS 플랫폼 지식 Swift 개발 경험  OOP에 대한 확실한 이해 테스트배포 자동화 개선 경험 Socket 을 통한 실시간 데이터 처리 유경험자 React Native 앱 개발에 대한 이해가 있으신 분 앱 런칭 및 운영 경험 개발부터 최적화까지 제품 생애주기 전반의 경험  주식 및 가장자산에 대한 도메인 지식 혹은 높은 관심 신기술에 대한 호기심을 가지고 새로운 것에 도전하는 것을 좋아하는 분 MTS 개발 유경험자
 Flutter 를 사용하여 골드스푼 앱 서비스 개발 백엔드 개발자와 커뮤니케이션하며 모바일 앱 설계 신규 기능 개발 지속적인 개선 더 높은 퍼포먼스를 위한 고도화, 모바일앱 개발 경험 5년 이상 10년 이하 혹은 그에 준하는 실력을 보유한 분 NativeAndroid IOS 개발 경험 또는 Flutter 개발 경험이 있으신 분 안정적이고 퍼포먼스 높은 앱을 개발하기 위해 지속적으로 학습하시는 분 사용자 대상의 서비스 설계개발 런칭 및 운영 경험이 있으신 분 프로젝트를 처음부터 끝까지 참여하고 운영까지 경험해 본 분 Android 또는 iOS 환경에 대한 높은 이해도를 보유하신 분 새로운 기술을 접하는데 주저함이 없는 분 다양한 플랫폼 개발 경험을 가지신 분 RESTful API 활용하여 서비스 개발 경험이 있으신 분
Jobplanet iOS 클라이언트 개발 및 운영잡플래닛의 iOS 개발자는 Business별 Squad로 나뉘어 프로덕트 개발에 참여하고 있습니다  저희 잡플래닛의 모바일 팀은 아래와 같은 업무 환경을 지향 합니다1 협업 코드 리뷰를 통해 서로의 코드에 대해 이해하고 좀 더 개발에 좋은 구조를 찾습니다 Pair Programming 이나 PR을 통한 코드 리뷰를 이용합니다2 레거시 또는 리팩토링 레거시 코드 제거 와 끊임없는 리팩토링을 통해 유지보수에 편리한 구조를 만들어 갑니다 이와 관련된 개발 기간을 충분히 가져 코드의 품질을 높이기 위해 노력합니다3 새로운 기술 새로운 기술에 대한 검토 및 적용을 두려워하지 않습니다 새로운 기술을 맹목적으로 적용하지 않고 충분히 분석하고 어떠한 장단점이 있는지 서로 토론합니다 개발 관련 컨퍼런스나 세미나에 적극 참여합니다4 iOS 개발 환경 언어  ObjectiveC  Swift Lib  Alamofire Kingfisher RxSwift 협업 도구  Github Figma Zeplin Notion Jira  Confluence, iOS 앱개발 경력 최소 5년 이상인 분 Swift 개발에 익숙하고 ObjectiveC 리딩할 수 있는 분  iOS 및 애플의 디자인 철학에 대한 이해도가 높은 분  적극적인 커뮤니케이션 할 수 있는 분 사용자 대상의 앱 서비스 전체를 하나 이상 직접 만들어 본 경험이 있는 분 Reactive 프로그래밍에 대한 이해와 RxSwift 사용에 익숙하신 분 테스트배포 자동화 경험이 있으신 분 iOS 최신 개발 동향에 관심이 있으신 분 지속적인 발전을 추구 하시는 분 MVVM 개발 경험이 있으신 분
 비사이드코리아의 어플리케이션 개발 및 배포 테스트 작성 및 여러 개발자들이 협업하기 좋은 코드로 지속적인 리팩토링 팀내 코드리뷰 및 시스템 디자인에 대한 의사결정, 컴퓨터 공학 관련 학위를 소지하거나 Flutter 개발 경험이 있으신 분 탄탄한 공학 지식을 가지고 계신분 자료구조 알고리즘 개발관련 컨셉 호기심이 많고 배우려는 자세를 가지신 분 문제해결 능력과 커뮤니케이션이 원활하신 분 투자한 주식이 대주주의 횡포로 인해 손절한 경험이 있으신 분
 iOS APP 서비스의 분석 및 개발 테스트 및 지속적인 최적화를 담당합니다 UX 디자이너와 협업하여 화면 디자인 및 프로세스에 대해 논의합니다 APP 개발 워크플로를 연구하고 개선합니다, Swift로 개발 가능하신 분 iOS 앱 개발과 유지보수 배포 경험이 1년 이상 진행 경험 있으신 분 네이티브 지원 기능에 대한 이해가 높으신 분 개발 목표에 대한 책임감이 있으신 분 주도적으로 문제를 해결하고 책임감 있으신 분 코드 퀄리티에 지속적으로 고민하시는 분 새로운 기술에 대한 관심과 습득사용에 능동적인 분 코드리뷰 경험 있으신 분 Modular Architecture 대한 이해 MVVM 사용하여 프로젝트 진행 경험 SPM 대한 이해 CICD 경험 단위 테스트 경험 컴퓨터 공학 전공
 광고 SDK 개발 및 유지보수 인하우스 서비스 iOS 개발, 컴퓨터공학 전산학 수학 등 직무 관련 전공자 유관 경력 3년 이상 1차 면접에서 포트폴리오 필수 제출 광고 솔루션 경험  초기 앱 서비스 개발 경험
 UXP에서 담당하는 뱅크샐러드의 네이티브 기능 개발을 진행합니다 뱅크샐러드의 주요 제품인 홈 가계부 종알림 화면을 개선하고 새로운 기능을 추가합니다 Push Notification 딥링크 관련 기능을 개선하여 유저가 기능을 빠르고 쉽게 접근할 수 있도록 합니다 개발 생산성 작업을 담당합니다 Web과 Native 간의 interface를 유지보수하여 WebView 기반의 서비스를 안정적으로 운영할 수 있도록 합니다 프로젝트 내 같은 관심사를 갖는 코드의 모듈화 작업을 진행합니다 iOS Chapter 내 코드리뷰에 참여하여 코드 퀄리티 향상에 기여하고 기술 토론을 통해 Best Practice 를 논의하여 개발 생산성을 향상시킵니다 뱅크샐러드 iOS 엔지니어 iOS Engineer는 아래의 , iOS 개발경험이 4년 이상이거나 그에 준하는 실력을 보유하고 있으셔야 합니다 Swift 언어에 대한 높은 이해도를 기반으로 제품을 출시한 경험이 있으셔야 합니다 반응형 프로그래밍 eg RxSwift Combine의 경험이 필요합니다 앱 아키텍처에 대해 고민하고 적용했던 경험이 있으셔야 합니다      MVVM MVP 등의 디자인패턴을 적용해본 경험      공통적으로 쓰이는 코드를 모듈화한 경험 등 Apple Human Interface Guidelines에 대한 이해가 필요합니다 UnitTest 작성 경험이 있으셔야 합니다 다양한 CrashReporting Analytics 도구들을 이용하여 문제를 분석하고 해결할 수 있어야 합니다 Xcode에서 제공하는 View hierarchy Memory graph Debug navigator 등을 이용한 이슈 해결 경험이 있으셔야 합니다 프로젝트에서 필요한 외부 라이브러리를 적절한 요구조건에 맞게 선택하고 검증 및 적용할 수 있어야 합니다 AB 테스팅을 위한 도구사용 및 코드분기 경험이 필요합니다 접근성에 대한 이해가 있는 분을 우대합니다 CICD 설계 및 유지보수 경험이 있는 분을 우대합니다 모듈화 등을 통해 전반적인 프로젝트 관리 및 유지보수성을 높인 경험이 있으면 더욱 좋습니다 10명 이상의 엔지니어와 함께 6개월 이상의 프로젝트에 깊게 참여했던 경험을 우대합니다 Instrument 등을 사용하여 디버깅 난이도가 높은 이슈를 해결한 경험이 있으면 더욱 좋습니다 새로운 기술이나 개발 패러다임에 관심있고 꾸준히 학습하는 분이면 더욱 좋습니다 오픈소스 프로젝트에 기여한 경험을 우대합니다 내 작업물을 문서나 외부 공유용 Readme 블로그 등 으로 기록하고 업데이트 하는 습관을 가지신 분이면 더욱 좋습니다
 Android 앱 개발 iOS 앱 개발 Web 개발 서버개발, Android  iOS 배포 경험 및 개발유지 보수 경력 있으신 분 Android  iOS 아키텍쳐 설계 및 소프트웨어 디자인 패턴에 대한 이해도가 있으신 분 Web 개발의 경우는 Vuejs React Anglar 또는 이에 준하는 프레임워크 관련 경력이 있으신 분 코드 리뷰와 지식 공유에 적극적이신 분 문제 해결 및 코드 품질 개선에 적극적이신 분 Kotlin  Swift 개발 언어에 능숙하신 분 축구 좋아하시는 분 호날두 좋아하시는 분 호날두 싫어하시는 분 Z  D 아시는 분
 메시징 기반 모바일 앱 개발 Lysn 및 디어유 버블 서비스 기능개발 및 유지보수 리팩토링 및 아키텍처 개선, ObjectiveCSwift을 이용한 네이티브 앱 서비스 개발 경력자 Custom UI 및 다양한 디자인은 UIUX 개발 경험자 상용 서비스 개발 및 유지보수 경험자 RESTFUL API에 대한 기본적인 이해를 가지신 분 MVPMVVM 등 디자인 패턴에 대한 이해와 경험 AACAndroid Architecture Components를 통한 개발 경험자 Live StreamingHLS RTSP 등 Client 개발 경험자 오픈소스 분석 및 사용 경험자 메신저 앱 개발 경험자
