주요 업무,자격요건 및 우대사항
입사하시면 경험하실 업무 입니다1분석 및 관리업무 관리 1 아이템 별 내부외부 시장 분석 2 상품 발주 리스트 작성 및 기획금액 관리 3 시즌 스케쥴 수립 및 관리 4 매출 관리 및 판매현황 분석을 통한 리오더 체크 5 전체 아이템 진행현황 관리 2 트렌드 분석 및 상품 제안 업무 관리 1 트렌드 분석을 통한 새로운 상품 제안 2 레퍼런스 브랜드 조사를 통한 기획안 제안 3 스팟 상품 기획안 제안,해당되신다면 지원해주세요 학력 대졸 이상 경력 경력 해당 직무 1년 이상 해당되신다면 더욱 좋아요  1 관련 업종 근무자2 해당 직무 근무 경험3 엑셀 활용 및 문서 작성 우수자4 원활한 커뮤니케이션 능력자5 패션 분야 트렌드 및 다양한 브랜드에 이해도가 있는자6 영어능통자 우대
 브랜드 컨텐츠 기획 제조사 ODM 커뮤니케이션 및 협업 SKU 원가 및 손익 채널 및 매출 관리 자사몰 운영 및 온오프라인 거래처 관리, 엔터화장품 동종업계 경력 보유 이공계열 또는 화장품책임판매관리자 자격증 보유
responsibilities  블랭크에서 기대하는 역할은 다음과 같습니다 트렌드 파악 및 신제품 기획 브랜드 제품 개발 OEM ODM 브랜드 전략 수립 상품의 주요 특장점 등을 고객에게 소구할 수 있는 차별점 도출 USP 상세 페이지 작성 및 마케팅컨텐츠 기획 협업,qualifications  다음과 같은 경험을 가진 분을 찾습니다 화장품 및 뷰티 제품 기획 경력 7년 이상 보유 기초제품 향제품 스킨 로션 크림 마스크팩 등 화장품 원료 및 제형에 대한 이해도와 기획력을 갖춘 분 제품 및 사업에 대한 아이디어를 발산하고 구현할 수 있는 분 상품 출시 및 브랜드 기획에 대해 유관 부서와 협업을 경험해보신 분상품기획 디자인 콘텐츠 마케팅 유통 등 고객사용자의 불편 사항에 관심을 갖고 이를 개선하고 해결하는 상품기획 및 브랜드 기획 관련 실무 경험이 있는 분 이커머스 쇼핑몰을 운영하셨거나 근무 경험이 있는 분 연월주간 단위 기획전 프로모션 설계 및 운영 카테고리 트렌드 조사 및 상품 컨셉에 대한 시각화 및 구체화가 가능한 분 제품 개발을 위한 협력사제조사와 컨트롤 경험과 타 부서생산디자인마케팅 콘텐츠 협업 실무 경험이 있는 분PREFERENTIAL TREATMENT  우대사항 2535 뷰티 관련 트렌드에 관심이 많은 분 사람들의 라이프스타일에 대한 관심과 이해가 높으신 분 트렌드 서칭 등의 직무 경험이 있는 분 콘텐츠에 관심이 높고 콘텐츠 기획 제작 등 개인 취미 또는 업무 경험이 있는 분 제품 기획 발주 등 제품 제작 전 과정 핸들링 경험이 있는 분 MD 경험이 있으신 경우 직접 셀렉한 상품의 선전도가 높은 분blank character  블랭크 다운 사람이란 어떤 사람일까요  타인의 의견을 경청하고 동료를 배려하며 다양성을 존중하는 분 솔직하고 분석적인 커뮤니케이션을 하며 처음 하는 일도 빠르게 이해하고 적응할 수 있는 분 사실 관계와 객관적 정보에 근거해 정확하게 의사소통 및 의사 결정할 수 있는 분 높은 적극성과 의지로 자발적으로 문제점과 해결 방안을 찾아내는 분
 상품 소싱 및 브랜드사 관리 상품 기획 및 개발 상품 운영관리 온라인 외부몰 운영 및 관리채널 브랜드별 운영 전략 수립프로모션 관리 자사몰 및 스마트스토어 운영 및 관리광고 포함 인스타 공구 진행 매출 손익 및 성과 관리 외부 거래처 관리 및 정산 재고관리, 온라인MD 경력 3년 이상 종합몰 시스템의 이해도가 있으신 분 건강기능식품 또는 헬스뷰티 카테고리 운영 경험이 있으신 분 자사몰 운영 및 스마트스토어 운영 경험이 있으신 분 퍼포먼스그로스  검색광고 등 디지털 광고 운영에 대한 이해가 있으신 분브랜드 마케팅 캠페인 및  퍼포먼스 마케팅 경험이 있으신 분 회사 내부 및 거래처와 원활한 커뮤니케이션이 가능하신 분 OA포토샵 엑셀 파워포인트 등 활용 능력이 우수하신 분 스타트업 근무 경력 헬스케어 인더스트리 이해도가 높으신분 사방넷 사용 가능하신 분 인스타 공구 핸들링 경험이 있으신 분 국내외 상품 또는 브랜드 소싱 경험이 있으신 분
 자사 브랜드 및 자사몰 신제품 기획 소싱 론치 관리 월별 프로모션 기획 운영 인사이트 도출 자사몰 전환 퍼널 데이터 분석 및 전환 이벤트 기획 판매 매출 수익 분석 및 관리 CS 및 주문관리 운영지원, 상품 기획 제작 출시 경험이 있으신 분 온라인 채널 및 브랜딩에 대한 이해도가 높으신 분 파트너사 유관 부서와 원활한 커뮤니케이션이 가능하신 분 고객 관점 사고 데이터 기반 논리적 사고 역량을 가지신 분 사랑에 대해 정의하지 않고 다양성을 존중할 수 있는 분 섹슈얼 웰니스 시장에 대해 높은 관심을 가지신 분 관련 업무 3년 이상 경력이 있으신 분 트렌드에 민감하고 선도하실 수  있는 분
 넥스트챕터가 인수한 브랜드의 신상품 기획 기존 상품 관리 업무를 수행합니다 주로 Beauty 카테고리의 브랜드를 담당하게 되지만 다른 카테고리를 추가로 부여받을 수도 있습니다 브랜드 매니저와 협업하여 브랜드 전략에 부합하는 상품 전략을 수립합니다 네이버 쇼핑 쿠팡 등 주요 마켓플레이스를 중심으로 카테고리 내 경쟁 지형을 분석하고 소비자의 unmet needs 를 만족시킬 수 있는 상품 전략을 도출합니다 제조 공장을 선정하고 시제품 제작 부터 초기 양산에 이르기까지의 과정을 관리합니다 상품의 원가를 관리합니다, BM 혹은 상품기획 및 소싱 MD 경력 3년 이상 10년 이하 뷰티 카테고리 BM 및 MD 로서 신상품 출시 경험 자체 상품 기획부터 양산까지의 전 과정에 대한 관리 경험  높은 수준의 데이터 분석 능력  Crossfunctional 협업 및 Project Management를 위한 커뮤니케이션 스킬 및 리더십 시장 및 카테고리에 대한 깊은 이해와 관심 고객이 원하는 바를 읽어낼 수 있는 커머셜 센스 네이버 쇼핑 쿠팡 등 주요 마켓플레이스 온라인 MD 경험 스타트업 업무 경험 해외 제조업체와 소통 가능한 수준의 영어 및 중국어 구사 능력
 해외 온라인 마켓쇼피 라자다 등 관리 및 운영  MD 기본 업무 CS 캠페인 및 프로모션 진행 등 온라인 매출 관리 월별 채널 데이터와 지표분석 관리 해외시장 트렌드 분석 동남아 인플루언서 섭외 및 마케팅 기획실행, 경력 1년 이상 외국어 소통이 가능한 분 해외 오픈마켓 운영 관리 경험이 있는 분 꼼꼼하고 책임감을 갖추고 있는 분 원할한 커뮤니케이션이 가능하신 분 영어 비즈니스 커뮤니케이션 역량 우대 온라인 광고 관리 및 광고효율 분석이 가능한 분 인플루언서 마케팅 경험자 우대
 상품 기획무알코올 기능성 디저트 등 신규상품 기획 및 개발 생산 관리신제품 및 기존 제품 생산입고 스케줄 운영제조사 소통 및 발굴원료 및 부자재 서칭 및 발주제품 소개 자료 및 상품 상세페이지 기획작성마케팅 과의 협업제품 촬영컨셉 광고 기획 등 채널 관리온라인 쇼핑몰 입점 및 운영관리프로모션 기획 및 매출관리상품등록 발주 가격관리 등 운영관리커머스 리텐션을 높이기 위한 프로모션 및 이벤트 기획운영,엑셀 활용 능력 기본 이상사방넷 쇼핑몰 어드민 사용 가능자원만한 대인관계 및 커뮤니케이션 능력으로 유관부서와 원활한 협업이 가능한 분MD경력 1년 이상호기심이 많고 빠른 학습능력이 있으신 분엑셀활용 능력 우수하신 분함수 및 데이터베이스 구축 등집요하게 추진하는 능력이 있으신 분업무 우선순위를 정하고 프로세스를 개선하실 수 있는 분식품 이커머스 또는 스타트업 관련 경력 우대유쾌하고 맛있는 것 좋아하시는 분
브랜드 신제품 기획 및 개발국내외 시장조사 트렌드 분석 경쟁사 분석제품 생산 기획 및 운영제품 인증 관리 및 QC판매분석 및 재고 관리 소진율 분석 구매 패턴 분석 기간별 판매 분석OEM ODM 부자재 제조사 업체 핸들링동남아시아베트남 등 수출 관련 포워딩 업체 핸들링,유관 경력 3년 이상전략적 사고에 기반한 기획력과 실행력을 갖추신 분직접 판매 전략을 수립하고 실행하여 성과를 내본 적이 있는 분신생 브랜드의 전반적인 판매 기획 및 실행 경험이 있는 분생활용품 세탁용품 관련 카테고리 브랜딩 경험이 있는 분데이터 분석을 통해 효율적인 인사이트를 도출해내는 전략적 사고력을 가지신 분
영업 기획 판매 채널별 매출 관리 상품 운영시장 동향 조사 및 경쟁사 분석온라인 입점몰 운영 판매전략 및 채널별 프로모션 기획 실행자사몰 세팅 운영온라인 커머스 채널 영업,온라인 커머스 MD 경력 4년 이상고도몰 사방넷 유경험자자사몰 외부몰 영업기획 운영 경력자자사몰 운영 및 구축 경력 必유관부서 및 협업자간 업무와 이해관계를 정확히 파악하고 원활한 커뮤니케이션이 가능한 분프리미엄 화장품 브랜드 유경험자컴퓨터 활용 능력 우수포토샵 엑셀 GA분석 등
오프라인리테일 HMR 상품 기획  HMR 상품 시장조사 트렌드 분석 및 기획오프라인리테일 HMR 상품 영업  채널별 입점 및 행사 기획영업실적 및 성과분석 매출 영업이익 판매추이재고 등,학력  초대졸 이상예상 재직기간  1년 이상 근무 가능한자운전면허보유성별  무관경력  25년사이 동종업계 경력 필수현 온라인 쇼핑몰 및 리테일 할인점 편의점 MD온라인 쇼핑몰 및 리테일 영업 및 상품 기획 유경험자HMR 상품 기획 및 출시 런칭 유경험자
온라인리테일 HMR 상품 기획  HMR 상품 시장조사 트렌드 분석 및 기획온라인리테일 HMR 상품 영업  채널별 입점 및 행사 기획영업실적 및 성과분석 매출 영업이익 판매추이재고 등,학력  초대졸 이상예상 재직기간  1년 이상 근무 가능한자운전면허보유성별  무관경력  25년사이 동종업계 경력 필수현 온라인 쇼핑몰 및 리테일 할인점 편의점 MD온라인 쇼핑몰 및 리테일 영업 및 상품 기획 유경험자HMR 상품 기획 및 출시 런칭 유경험자
 세일즈 운영 보조 업무 수행  네이버 스마트 스토어 및 외부채널 운영관리머스트잇 트렌비 발란 리본즈 등 프로모션 페이지 기획 판매 상품 등록 및 판매 가격 등록변경 상세 페이지 기획 및 작성 SNS 기획 및 관리 사진촬영 및 상품 누끼  오프라인 매장 운영 서포트 기타 오퍼레이션 및 세일즈 업무, 학력  고졸이상 성별  무관 마케팅 컨텐츠 협업 담당자들과의 원활한 커뮤니케이션이 가능하신 분 판매 상품 명품에 대한 이해도 학교 휴학자로 미취업자 졸업 직전 방학 중에 있는 미취업자관련 업무 경력 1년 이상의 경험을 갖추신 분문서작성 우수자컴퓨터 활용능력 우수자개인 블로거나 SNS 활성 경험자동종 관련 업무 유 경험자포토샵 사용 우수자외국어 가능자
 상품 구매 및 MD 업무 상품 기획 상품 등록 운영 발주 매출관리 기획전 상품 추천 관리 프로모션 이벤트 기획 운영 벤더사 영업 매출관리, 경력 3년5년 성별 무관 외식 FB  온오프라인 유통사 커머스 MD 경력자 우대 운전가능자 우대 즉시 출근 가능자 우대 책인감 있으신분
 시장 Needs로 부터 제품 기획  제품 형태 workflow 포지션 가격 및 전략 수립 etc 시장 분석과 경쟁사 조사에 따른 기획 제품의 차별점 확보  제품 Value Proposition 정의 고객 VOC communication  제품의 feedback과 requirement 제품 반영, 상품 개발 프로세스사업기획 or 기술기능 정책 정의 기회 발굴 경험 및 경력 3년 이상 의료산업 직간접 종사자 다양한 이해관계자내부외부와의 excellent communication skill Globalization을 위한 영어 능력 Deep LearningIT 이해를 통한 제품적 인사이트 도출능력 의료기기 PPPM 경험
 최신 트렌드 시장 동향 파악을 통한 상품 기획 PB 상품 기획 및 개발 경험 한식 국탕찌개 밥 등 육수산가공 디저트베이커리 등 카테고리 별 담당 NPD 프로세스 전반적인 업무 수행 경험 신규 협력사 발굴 및 관리 출시계획 및 판매전략 수립 매출 및 손익원가 관리 상품 운영 및 관리,  3년 이상의 식품 제조 또는 유통업체 경험자  식품 유통의 상품개발 및 기획운영 경험자  유관부서개발 영업 마케팅와 커뮤니케이션 능숙한 자  데이터 수집분석 및 엑셀 구글스프레드시트 사용에 능숙한 자 
 식단관리 브랜드 PB상품 기획 NPD 프로세스 전반 신규 협력사 발굴 협력사 및 유관부서 커뮤니케이션 출시계획 및 판매전략 수립 매출 및 손익관리, 식품 PB 기획개발 경력 3년 이상 다이어트식단관리 간편식 개발 경력도시락 닭가슴살 고구마 프로틴 등 원가관리 및 협상 능력을 보유하신 분 다수의 협력사제조사 네트워크를 보유하신 분 시장에서 유의미한 성공을 거둔 상품을 출시하신 분 데이터 수집 및 분석 능력을 갖추신 분 이커머스에 대한 이해도와 브랜딩에 대한 이해도가 높으신 분
채널 입점부터 제품 발주 기획전 플래닝 판매 모니터링 담당자 커뮤니케이션 등 커머스 운영 관리 전반    주요 채널 온라인 대형몰네이버 쿠팡 등 자사몰 및 폐쇄몰 등시장 및 경쟁사 고객 데이터 분석을 통한 매출 증대 전략 수립 및 운영입점 및 유통처 영업 등 판매 채널 확대를 위한 전략 기획제품 출시 전 시장 경쟁력 사전 검증 및 미흡점 도출을 통한 제품 개선,유관 경력 3년 이상뛰어난 커뮤니케이션 능력으로 인아웃 소통이 원활한 분네이버 쿠팡 등 판매 플랫폼의 운영 성과를 내본 적이 있는 분직접 판매 전략을 수립하고 실행하여 성과를 내본 적이 있는 분자사몰 기획 단계부터 참여하신 경험이 있으신 분신생 브랜드의 전반적인 판매 기획 및 실행 경험이 있는 분데이터 분석을 통해 효율적인 인사이트를 도출해내는 전략적 사고력을 가지신 분
1 블랑 101 브랜드 생화화학제품 부분 상품 기획개발   신제품 개발 NPD 및 전략 수립  상품 PLC 관리 및 리뉴얼 진행  시장 현황 및 Sales 분석을 통한 SKU 플래닝  ODMOEM사 품질 보증QA 연구 개발RD 핸들링  마케팅세일즈 협업 프로모션 기획  국내외 시장 동향 조사 및 트렌드 분석,   상품 PLC 관련 분석적 사고   생활화학제품 취급 관련 윤리의식 필수  생활화학제품 전반 규정 및 업무 지식   협력 업체별 관리 컨트롤 능력   생활 화학 제품 기획개발  경험자 우대  포트폴리오 제출 필수   업계 ODMOEM부자재 협력업체 POOL 보유자 우대
자사브랜드 운영실무    소매 거래처 관리 및 이슈 대응    운영관리 재고관리 배송관리 발주관리    매출증대 전략 및 실행 VIP관리팀리드    주간 월간 목표KPI 관리 및 해결    팀원들 동기부여를 통한 목표KPI 달성    팀원들의 문제해결 및 의사소통 창구 역할     운영관리 CS관리    팀간 협업을 통한 목표달성,소형 전자기기 디바이스 온라인 유통 판매   경험이 있으신 분적극적인 문제해결능력팀리드 경험 3년 이상 있으신분흡연자의사소통 능력이 원활하고 명확한 분활동적인 성격 밝고 긍정적이신 분성취에 대한 강한 열망이 있는 분
카페 24 자사몰 관리주문 및 배송 관리AS  CS 응대 및 관리거래처 관리매입 매출 마감 자료 정산Excel,유통회사 경험 1년 이상Excel 활용능력 중상흡연자전자담배에 관심이 많은 사람의사소통능력이 적극적인 사람
 AMD    판매 사이트 운영 관리 보조    매출 재고 관리 보조 CS  AS 업무 일부, 직급  주임 유통업계 AMD 2년 이상 원활한 의사소통 밝은 에너지 소유자
  신상품 발굴 기획 및 소싱 온라인 커머스 시장조사  협력사 협업 기반 제품 개발  신규브랜드 론칭을 위한 시장 트렌드조사 제조사 컨택 및 생산 커뮤니케이션   신제품 론칭 및  기획  시장 자료 조사 및 상품기획, 온라인 커머스 상품 기획 식품  유통에 관심이 많으신 분 새롭고 도전적인 업무에 두려움이 없고 늘 경험을 통해 배우시는 분 능동적이고 추진력이 강하신 분 내외 커뮤니케이션 역량을 갖추신 분 상품 기획 마케팅을 경험 하신 분 트렌드 변화에 민감하신 분 다양한 경험이 많으신 분 스스로 목표와 전략을 설정하고 논리적인 커뮤니케이션을 통한 협업이 가능한 분 고객 가치 및 서비스 품질에 민감하고 디테일에 강한 분 트렌드에 민감하시고 프로덕트 디자인 경험이 있으신 분 다양한 서비스를 리서치하고 벤치 마킹 포인트를 찾아내 토의하는 것을 즐기시는 분
자사의 프리미엄 패션슈즈 브랜드 크리스틴 의 신상품 슈즈를 기획하고 런칭 운영하는 업무를 합니다  시즌 별 상품기획  런칭 유통관리 총괄업무 패션트렌드 분석 및 서치 신규 소재 및 아웃솔 개발 및 신규콜라보레이션 컬렉션 기획 전 스타일 아소트 및 발주 품평 및 시즌 상품설명회 진행 상품 포인트 논의 및 데이터 관리 자사몰 등 상품 런칭 진행 유통채널에 대한 리뷰 오더판매재고원가율소진율 관리 및 상품리뷰 환불율 분석, 5년 이상의 패션분야 신발분야 상품기획MD 경험이 있으신 분 기존 업무 경험을 바탕으로 상품 기획 전략 유통 채널 전개 등 직접 기획 및 관리를 주도해보신 분 크리스틴 브랜드의 가치를 이해하고 TOP브랜드로 성장시키는 고민에 함께 하실 분 브랜드 상품기획과 유통에 대한 전략과 방향성을 제시하고 소통능력을 갖춘 분 타 브랜드들과 콜라보레이션을 진행하면서 협업하면서 성장이 가능한 분 저가의 신발 판매가 아닌 프리미엄 슈즈 브랜드의 성장에 함께 고민하실 분 동종 업계 경력 있으신 분5년 이상 의류학과나 패션 디자인 신발 디자인 전공하신분 패션 브랜드의 상품 기획 및 유통까지 경험하고 브랜드를 이끌어나갈 수 있으신 분 슈즈 상품기획MD 경력 있으신 분 무신사 29CM SSG등 대형 패션플랫폼에서 슈즈 분야 MD 경력있으신 분 커뮤니케이션 능력이 뛰어나고 각 유통채널에 이해가 높으신 분 신발을 좋아하고 신발에 진심인 분
 소비자들에게 인기있고 트렌디한 예술 상품 기획 및 업로드 관리 효율적인 상품 기획 시스템 관리 써드파티 채널 업로드 관리 및 담당 MD 소통, 경력자  관련 업종에 2년 이상 종사했거나 이에 준하는 실력을 갖추신 분 포토샵 및 일러스트 툴을 다룰 줄 아는 분 트렌드에 민감하고 관심이 많은 분 시각 분야 아티스트에게 관심이 있고 예술을 사랑하는 분 유관부서와 다방면의 커뮤니케이션 경험 및 이에 대한 우수한 능력을 보유하신 분 홈인테리어 예술 산업에 관심이 많으신 분 스타트업 문화가 어울리는 분 우대 온라인 쇼핑몰 유경험자
 제품 개발NPD 제품 운영관리 브랜드 운영관리 제조사 Audit 실사 품질 운영관리 해외 시장 조사 및 연구 소비자 조사 및 연구, 식품회사 경력 5년 이상 유관 전공자식품공학 식품영양 등 또는 관련 자격증 보유하신 분 KFOOD에 큰 열정을 가지신 분 영어 커뮤니케이션 가능하신 분 컴퓨터 활용 능력 우수자 해외 출장 가능하신 분 리더십과 동료애가 높으신 분 가장 멋진 한국의 경험을 전세계 시골할머니까지 전하고자 하는 강한 의지가 있으신 분 커뮤니케이션 및 문제 해결 역량을 보유하신 분 해외 거주 경험 있으신 분 루에랑 인재상에 적합한 분  로열티 속도 긍정 열정 글로벌
제품 바잉과 타겟 판매율 달성을 위한 모든 활동 및 신규 브랜드 발굴을 담당합니다 판매채널 상품 피드백 시장 및 트렌드에 관한 데이터 분석 바잉BrandsOTBStylesku 관리 가격정책 본국 커뮤니케이션 상품 운영입고런칭 스케줄 관리 월별 중점상품 운영 판가율판매율 관리, 동종 업계온라인 플랫폼 멀티샵 병행 경력 3년 이상 비즈니스 영어 회화 및 작문이 가능하신 분 우대 아웃도어  어패럴  라이프스타일 트렌드에 대한 지식이 풍부하고 디지털 플랫폼에 대한 이해도 높은 분 우대 내부 및 외부 업체와의 원활한 커뮤니케이션 가능한 분 우대 경쟁사 시장 대응 서비스프로모션 기획이 가능하신 분
MD 판매계획 수립 및 매출예산 관리고객 니즈에 맞춰 카테고리 성장 전략 수립 및 실행지표 분석 및 비즈니스 개선 사항 도출프로모션  이벤트 기획 및 관리경쟁사 동향 및 트렌드 파악, 이커머스  MD경력 8년 이상 온라인 커머스 비즈니스에 대한 이해도가 높으신 분 데이터 기반의 의사결정 경험이 있으신분 커뮤니케이션에 불편함이 없으신 분 주도적으로 목표를 세워 달성해본 경험이 있으신 분 아웃도어 브랜드국내해외 소싱 경험 편집됨
 글로벌 타겟 뷰티 제품개발  런칭일정 관리 국문영문 기획안 작성 및 제품문안 작업 PLC 관리 협조 경쟁 브랜드 리서치 및 인사이트 도출 OEM사 관리 및 발굴, 경력 스킨케어 코스메틱 BM 업무 5년 이상 전문 영역에 대한 심도있는 개발 가능자 창의적이고 독창적인 제품 개발 가능자 커스터머 니즈를 빠르게 캐치 가능한 자 뛰어난 커뮤니케이션 능력과 설득력있는 의견 전달 가능자 경력기술서  포트폴리오 제출 필수 주요 기획 브랜드  제품 이력 및 기여도 기재 요망 동종업계 브랜드 실무 유경험자 인증업무 진행 가능자기능성 안전성 제품인증 등
1 쿠팡 채널 관리 및 운영 광고 운영 기존 상품 관리 신규 상품 입점2 오픈마켓 소셜 채널 관리 및 영업 채널별 MD와 프로모션 협의 기획 및 운영 채널별 전략 수립 및 매출 관리 채널별 프로모션 구좌 선점 및 영업 시장 동향 조사 및 경쟁사 분석3 신규 채널 입점 및 운영, 협상 커뮤니케이션 스킬이 있으신 분 생활용품 카테고리에 대한 관심과 이해가 있으신 분 스타트업 문화에 대한 이해가 있으신 분 쿠팡 광고 운영 및 손익관리 경험이 있으신 분 채용 담당자의 TIP 업무 경험에서 그치지 않고 본인이 실적을 낸 내용이 이력서나 포트폴리오에 담겨 있으면 좋습니다 후보자님께서 달성하신 성과매출를 기재해주시면 더욱 좋습니다 MD 포지션의 경우 영업력이 중요하기 때문에 포트폴리오나 자기소개서에 본인의 셀링 포인트를 잘 잡아 기재해주시면 좋은 결과를 기대할 수 있을 것 같아요
자사몰 온라인 MD업무시즌별 트렌드 분석 및 시장조사시즌별 상품 기획 및 상세 페이지 기획프로모션 및 기획전 진행 및 데이터분석입점 외부몰 운영 관리오픈마켓소셜종합몰 등,학력무관 경력 2년차 이상뷰티 브랜드 유경험자데이터 활용 능력이 우수하신분원활한 커뮤니케이션 가능하신분cafe24 및 스토어팜 어드민 경험자
 자사몰 및 외부채널 관리     상품등록 수정관리 3PL 물류 관리 주문 수집 및 송장 도입 발송 처리 발    송현황 및 추적관리 CS 등  매출 및 수익 관리 정산업무   프로모션 및 바이럴 마케팅 기획   회원 매출 데이터 분석 및 글로벌 본사와의 커뮤니케이션, 이커머스 업계에 대한 경험 새로운 유통 채널 및 디지털 환경을 활용한 사업에 관심이 있는 사람 디지털 마케팅에 관심이 높고 컨텐츠카피라이팅 작성에 관심이 있는 사람 주도적인 기획능력과 본인이 기획한 것을 비주얼화 할 수 있는 사람  긍정적인 마인드를 기반으로 팀워크 협업으로 문제를 해결하는 유연한 사고와 커뮤니케이션 역량을 가진 사람 관련업종 유경험자  온라인 쇼핑몰 자사몰 운영 유경험자  MS office 엑셀 고급 활용자 고객 기반 데이터 분석  포토샵일러스트에 대한 이해도 디자이너와의 의사소통
온라인 영업관리 총괄 각 채널별 프로모션 및 구성 기획  매출 분석 및 손익 관리  목표달성률 관리광고 채널별 콘텐츠 기획 등 각종 온라인 광고 매체별 관리 구글 페이스북 인스타그램 유튜브 등라이브커머스 네이버쇼핑라이브 카카오쇼핑 라이브 등 기획 및 운영 에이전시 관리판매 분석구매 전환율 객단가 등을 바탕으로 한 인사이트 도출 및 전략 수립시장 조사 및 경쟁사 리서치,온라인 채널에 대한 이해와 관리 능력 사방넷 기반 주요 쇼핑몰 운영 경험온라인 채널별 노출 구좌 선정과 프로모션 기획 및 운영 경험이 있으신 분시장 트렌드에 민감하고 고객 및 채널에 대한 집요한 관찰력을 통한 분석과 데이터 활용이 가능하신 분원가 손익 비용 구조 및 분석 업무 경험이 있는 분데이터 수집 및 분석 역량이 있고 이를 바탕으로 전략 수립이 가능하신 분이커머스 트렌드 파악에 능통하신 분310명 규모의 온라인팀 MD  AMD 트레이닝 및 팀관리 매니저 직책 경험자
브랜드 자사몰 채널 운영 및 관리 지원    자사몰 프로모션 및 구성 기획  자사몰 매출 분석 및 손익 관리  목표달성률 관리광고 채널별 광고 콘텐츠 카피라이팅 이미지 기획    퍼포먼스 마케팅    구글 페이스북 인스타그램 유튜브 등       브랜드 채널별 콘텐츠 기획 등 각종 온라인 광고 매체별 관리라이브커머스네이버쇼핑라이브 카카오쇼핑라이브 등 기획 및 운영 에이전시 관리판매 분석구매 전환율 객단가 등을 바탕으로 한 인사이트 도출 및 전략 수립시장 조사 및 경쟁사 리서치,D2C 채널에 대한 이해와 관리 능력 카페24 또는 사방넷 기반 쇼핑몰 운영 경험온라인 채널별 노출 구좌 선정과 프로모션 기획 및 운영 경험이 있으신 분시장 트렌드에 민감하고 고객 및 채널에 대한 집요한 관찰력을 통한 분석과 데이터 활용이 가능하신 분원가 손익 비용 구조 및 분석 업무 경험이 있는 분데이터 수집 및 분석 역량이 있고 이를 바탕으로 전략 수립이 가능하신 분이커머스 트렌드 파악에 능통하신 분동종 업계 및 유관 경력이 있으신 분 3년 이상빠르게 성장하는 기업에서 주도적으로 복합적인 업무 경험해보신 분
디지털 마케팅분야 디지털 마케팅 분야온라인 광고 세팅 추적 전환 분석 및 관리 상품등록 매출분석 및 리오더 경쟁사 분석 상품 제안 디지털 마케팅에 만즌 광고 소재 제안일반분야 매출분석 및 재고관리 리오더 관리 재고연령 관리 유통사 협업 및 관리 월별 기획전 프로모션 준비 매출 분석에 따른 대응 리스크관리 경쟁사 분석 상품 제안, 학력  무관 경력  3년 이상 사방넷 운영이 가능하신 분  포토샵 사용이 가능하신 분  EXCEL 활용이 가능하신 분 동종업계 경력자 코딩 가능하신 분 밝은 성격 긍정적인 마인드를 지닌 분 자사 브랜드에 관심이 많으신 분
 프리미엄 신선식품 소싱 및 판매 전문가 신선 가공품 개발 방향성 및 컨셉수립PB라인업 시즌별 상품 운영 전략 수립  연봉 4000  6000만원, 대졸 이상 관련 경력 3년 이상 유통사 MD 및 바이어 직무 경험자이커머스 유경험자 국내외 OEM업체 POOL 보유자 과일 전문 소싱판매 전문가
 브랜드 마케팅브랜딩컨텐츠 기획제작브랜드 판매전략 수립 프로모션 기획 시장조사 및 소비자품평 유통전략 협력업체관리 제안 발주 및 출고관리구매팀 협업관리 상세페이지 기획,학력  대졸이상 4년관련분야 경력 1년 이상 인턴포함병역필 또는 면제자 해외 여행에 결격 사유가 없는 분영어 중국어에 능통하신 분
 주류 제조사 관리  영업  다양한 전통주 제조사와 거래 관계를 유지하고 신규 거래를 책임집니다 주류 상품 소싱   데일리샷 앱 내에서 판매할 국내 전통주 상품을 발굴하여 판매까지의 전 과정을 책임집니다 프로모션 관리  상품 프로모션을 기획하고 진행하는 역할을 합니다 거래액을 올리는 모든 액션  업무 바운더리라는 틀을 두지 않고 팀의 거래액을 올리기 위한 모든 액션에 대해 고민하고 실행합니다, 필수 전통주에 대한 지식 필수 주류 관련 업무 경력 4년 이상 필수 데일리샷 서비스에 대한 이해와 관심이 있으신 분 자신만의 커뮤니케이션 스킬 및 역량 데이터 분석 및 데이터를 근거로 하는 의사결정 역량 스타트업에 대한 경험 및 이해도가 높으신 분 능동적이고 도전적인 마인드 주류 산업에 대한 경험과 지식 전통주를 직접 만들거나 판매해 보신 분 파트너사와의 신규 네트워크를 구축해 본 경험
 주류 수입사 제조사 관리  영업  다양한 주류 수입사 및 제조사와 거래 관계를 유지하고 신규 거래를 책임집니다 주류 상품 소싱   데일리샷 앱 내에서 판매할 일본 주류 상품을 발굴하여 판매까지의 전 과정을 책임집니다 프로모션 관리  상품 프로모션을 기획하고 진행하는 역할을 합니다 거래액을 올리는 모든 액션  업무 바운더리라는 틀을 두지 않고 팀의 거래액을 올리기 위한 모든 액션에 대해 고민하고 실행합니다, 필수 일본 주류에 대한 지식 필수 주류 관련 업무 경력 4년 이상 필수 데일리샷 서비스에 대한 이해와 관심이 있으신 분 자신만의 커뮤니케이션 스킬 및 역량 데이터 분석 및 데이터를 근거로 하는 의사결정 역량 스타트업에 대한 경험 및 이해도가 높으신 분 능동적이고 도전적인 마인드 주류 산업에 대한 경험과 지식 파트너사와의 신규 네트워크를 구축해 본 경험
