주요 업무,자격요건 및 우대사항
  Product 팀 목표와 전략 수립 및 실행 리드 마케팅 예산의 효율적 배분 Paid media 최적화 전략 수립 및 운영을 통해 매출 성장 견인  데이터 분석을 통한 다양한 AB Test 가설 수립 및 효율을 개선 트래킹 솔루션을 활용한 데이터 기반 분석 및 Insight를 도출조직 특성 상 메디빌더 관계사자회사 소속이 될 수 있습니다, 퍼포먼스 마케팅 경력을 포함하여 최소 경력 3년 이상 보유한 분 경력 연수보다 실제 성과를 중시합니다 팀 리딩 경력 최소 1년 이상 보유한 분 팀의 목표를 설정하고 목표 달성을 위해 팀을 이끄는 분 업무의 우선순위화와 집중하는 능력이 탁월한 분 다양한 업무 관계자와 소통하여 최고의 결과를 도출하는 분 집요한 고객 관점에서 소비 심리를 도출 가능한 분 적극적인 문제해결력을 바탕으로 보다 높은 수준의 결과물을 도출하는 분 유효한 피드백과 의견을 수용하여 더 나은 결과물을 만들어내는 분 미디어커머스 회사 경력을 보유한 분  온라인마케팅 대행사 경력을 보유한 분  병원 마케팅 대행사 경력을 보유한 분
입점 브랜드 영입 활동 진행각 브랜드 월 매출 관리 굿웨어몰 기획전 및 프로모션 진행일주월 판매 분석 및 재고 물동량 관리 입점브랜드입점 브랜드 커뮤니케이션 PD  Partner Development,학력 학사 이상경력 2년4년직위 사원급전반적인 온라인 커머스 MD 직무 이해도가 높은 인원온라인 비즈니스 및 영업 활동에 대한 경험하드웨어 및 소프트웨어 PC사용에 거부감이 없는 인원온라인 쇼핑몰에서 의류 등 구매를 많이 하는 인원OA활용엑셀 우수자엑셀파워포인트워드플랫폼 경력 우대
 마케팅팀 소개  TEXTNET의 목소리를 담당하는 팀으로서 텍스트 데이터를 주제로 시장 트렌드 전사적 이슈 등을 담아 다양한 콘텐츠를 제작하여 외부로 확산시킵니다 자체 채널 관리를 통해 내외부 커뮤니케이션을 강화하고 고객 리드를 발굴해 세일즈 파트로 연계함으로써 매출에 기여합니다 제작한 콘텐츠를 고객에 효과적으로 도달시켜 서비스 인지도를 높이고 인지에서부터 구매까지의 고객 여정을 설계하며 지속 개선합니다 담당하게 될 업무 내용   마케팅 퍼널 기획 및 분석을 포함한 전략 수립과 실행 SADA 캠페인 기획 및 운영  콘텐츠 확산을 위한 검색엔진최적화SEO 리드 발굴을 위한 온오프라인 캠페인 또는 프로모션 기획 및 실행 SNS 채널 관리 및 운영채널별 콘텐츠 최적화 업계 트렌드 및 경쟁사 홍보마케팅 현황 리서치모니터링 유관 부서 커뮤니케이션 및 협업 지원, 마케팅 경력 3년 이상 B2B 마케팅 경험 1년 이상 필수 고객의 소비 여정을 고려한 마케팅 전략 수립 및 실행이 가능하신 분 SADA 등 Paid AD 기획 및 운영 경험이 있으신 분 데이터 기반 인사이트 도출 및 가설실행검증을 통해 성과를 만들어낸 경험이 있으신 분 고객을 설득할 수 있는 매력적인 카피라이팅 역량이 뛰어나신 분 포토샵일러스트망고보드 등 디자인 툴 활용이 가능하신 분 인공지능 or IT 업계 스타트업 마케팅 경험이 있으신 분 업무 효율 증대를 위한 AI Tool or 마케팅 관련 SaaS 활용에 거부감이 없으신 분 GAGTM 활용 가능하신 분 B2B 마케팅 시행에 따른 고객 여정을 분석하고 개선 방안을 도출할 수 있는 분 최신 트렌드에 관심이 많고 새로운 지식이나 기술을 습득하는 과정을 즐기시는 분
 어패럴 입점 비즈니스와 서비스에 대한 깊은 이해를 바탕으로 사업서비스기획 및 실행 어패럴 입점 브랜드관리상품기획 부서의 세일즈 전략 및 정책 수립 어패럴 입점 브랜드상품매출 및 손익관리 어패럴 입점 브랜드관리상품기획 부서 조직관리 매출 확대를 위한 파트너사 관리 및 커뮤니케이션, 온라인 커머스 플랫폼입점사업 상품기획 분야 경력 10년 이상 온라인 커머스 서비스기획개발조직과의 협력 프로젝트를 총괄 관리한 경험 있으신 분 명확한 커뮤니케이션 및 유연한 관계 구축관리 스킬 보유하신 분 플랫폼 기반 패션사업 경험있으신 분 커머스 플랫폼 초기부터 안착 및 성장까지 전 과정 경험있으신 분 일본 패션사업에 대한 이해도 있으신 분 일본어 사용이 가능하신 분 동대문 시장에 대한 이해가 있으신 분
공동구매 제안 및 인플루언서 커뮤니케이션공동구매 일정 관리 및 프로세스 최적화SNS 시장트렌드 조사핵심역량성실성 꼼꼼함 계획성,학력  초대졸이상경력 16년공동구매 관련 경력 1년 이상SNS 트렌트를 잘 이해하는 분소통능력이 뛰어나신 분책임감이 강하고 성실하신 분주도적으로 업무를 진행하시는 분
상품 기획 및 관리온라인 마켓 운영 및 관리매출 및 성과관리온라인 마케팅 및 홍보퍼포먼스 유입 광고 관리스킬Google Analytics핵심역량성실성 꼼꼼함 계획성 메타인지,학력  초대졸이상경력 25년포트폴리오 제출디자인툴 사용 가능자통계 분석 능숙자 문서 작성 우수자운동에 관심이 있으신 분
SNS 채널 운영 및 데이터 분석SNS 포스팅 기획 및 원고 작성체험단 진행 및 관리홈페이지  소셜 광고 집행그 외 마케팅 업무,학력  초대졸이상경력 25년포트폴리오 제출디자인툴 사용 가능자통계 분석 능숙자 문서작성 우수자SNS 트렌드를 잘 파악하는 분운동에 관심이 있으신 분
본 포지션은 브랜드 운영 본부 소속으로 넥스트챕터가 인수한 브랜드의 온라인 판매 채널 관리를 수행합니다고객이 주문을 한 후 상품이 고객 손에 전달 되기까지 보이지 않는 곳에서 많은 노력이 필요합니다 그 중에서도 쿠팡 네이버 쇼핑 기타 오픈마켓 및 버티컬 몰을 비롯한 온라인 판매 채널 마켓플레이스에서의 고객 접점은 무엇보다도 중요합니다Channel Operations Manager 포지션은 주요 온라인 판매 채널 전반의 관리를 통해 고객을 최전방에서 만나는 포지션입니다 쿠팡 및 네이버 쇼핑 등 주요 온라인 판매 채널의 상품 리스팅 관리 매출 및 광고 데이터 랭킹 데이터의 취합 및 관리 등이 본 포지션의 역할입니다 우리의 좋은 상품이 더 많은 고객에게 노출되어 잘 팔릴 수 있도록 관리하고 그를 위해 내부 여러 유관 팀과의 협업도 진행하게 됩니다Channel Operations 팀에는 연쇄 창업가 Tech 기업 및 액셀러레이터 출신 등 전통적인 온라인 채널 운영과는 다른 경험을 가진 인재들이 Tech 기반의 접근으로 복잡성을 해결해나가고 있습니다 넥스트챕터의 Channel Operations 팀에서 최고의 온라인 채널 운영 Practice를 정립해나갈 꼼꼼하고 헌신적인 인재를 모십니다 주요 온라인 판매 채널 전반을 관리합니다 온라인 판매 채널의 상품을 등록하고 썸네일 상세페이지를 비롯한 리스팅 에셋을 관리합니다 제품정보 수정 품절판매 상태 관리 기타 노출구좌 관리 등 온라인 판매 채널의 핵심 지표를 취합하고 관리합니다 매출 판매수량 리뷰 랭킹 등 프로모션 및 기획전을 신청 및 운영하는 등 각 온라인 판매 채널별 신규 상품 기회를 발굴하여 유관 부서에 제안합니다 테크팀과 협업하여 채널 관리 시 필요한 내부 운영 툴을 기획합니다 상품의 검색 광고 효율을 관리합니다 채널 운영을 위한 SaaS 툴을 관리하고 운영합니다, 미디어 커머스D2C 스타트업 혹은 소비재 대기업에서의 온라인 MD 경력 1년 이상 7년 이하 B2B 또는 스타트업 운영 경력 3년 이상 네이버 쇼핑 쿠팡 등 주요 온라인 채널 운영 경력 Vlookup피벗테이블 등 중급 수준 이상의 MS Excel 활용 능력 꼼꼼하고 성실하며 책임감이 있으신 분 여러 유관팀과의 명확한 커뮤니케이션 능력 원활한 대인 관계를 유지하는 분 사방넷 플레이오토 등 온라인 채널 관리 툴 사용 경험 있는 분 SAP ERP 사용 경험 있는 분 Why NextChapter Why Startup이 명확한 분
 온라인 및 오프라인 판매전략 수립분석실행 채널별 판매전략 수립 및 운영 채널별 광고 기획집행운영 분석 및 관리 신규 판매 채널 발굴 및 입점 신규 브랜드 기획 및 신제품 개발 트렌드 분석 및 시장조사, 학력  학력 무관 관련업종 종사자 우대 운전 가능자 열정이 넘치는 자
 HardwareElectricalMechanicalSoftware Engineer Industrial Designer와 협력하여 제품 요구사항의 효율적인 업무 추진 필드 및 고객사의 의견피드백을 파악하여 새로운 기능 제안 및 프로덕트 개선 등 개발에 필요한 방향 제시 Project 계획에 대해 필요한 User Stroy 또는 요구 사항을 체계화 Engineering Marketing Ops Sales 등 여러 부서와 긴밀히 협력하여 베어로보틱스의 새로운 제품 출시 지원 메시징 및 제품 포지셔닝에 대한 피드백 제공 관련 부서 구성원 및 고객과의 의사소통을 통한 협업 및 문제 해결, 5년 이상의 Product Manager 경험을 갖추신 분 분석을 기반으로 다양하고 복잡한 문제의 해결 능력을 갖추신 분 문제를 정확히 정의하고 이를 해결하는데 필요한 속도와 정확도의 필요성을 이해하고 실행할 수 있는 분 Product 비전을 수립하여 업무를 추진하며 여러 팀원과 협업한 경험이 있으신 분 뛰어난 커뮤니케이션 스킬을 보유하신 분 컨셉부터 출시까지 User를 대상으로 HW 및 SW 제품을 출시해본 경험이 있으신 분 로봇 또는 유사 제품의 Product Manager 경력이 있으신 분 신규 서비스 출시 경험 ZerotoOne이 있으신 분 우선순위 설정을 잘 하시는 분 효율적인 업무 수행을 위한 다양한 업무 툴 경험이 있으신 분 빠르게 성장하는 스타트업 경험이 있으신 분 영어 의사소통이 가능하신 분
1 여성의류 상품기획 업무 일체2 對 여성디자인팀 소통 확대,1 학력 4년제 대졸 이상2 해당경력 8년이상 10년 이하1 여성 영캐쥬얼 경력 3년 이상2 팀 리더 경력 1년 이상3 브랜딩 인사이트 우수자4 상품기획 인사이트 우수자
 국내 외 시장조사 및 트렌드 분석 신제품 기획 및 출시 로드맵 관리 기존 제품 실적 분석 통한 대응 전략 수립, FB 유관 상품기획  MD 경력 13년 이상인 분 상품개발부터 출시까지 전 과정을 경험해 보신 분 소비재 시장에 대한 관심이 많고 이해도가 높으신 분 스타트업 소비재산업 유관 업체 경력 있으신 분 데이터 기반 분석 및 관리 역량이 있으신 분
B2C Web App Front UIUX 기획 스토리보드 및 개발문서 작성서비스 및 제품개발 프로젝트 기획 일정 수립 및 진도관리IT 최신 기술 트렌드 동향 리서치서비스 및 제품의 오너쉽을 가지고 끊임없는 개선 및 운영,학력전공  전공 불문경력  5년  10년 이하온라인기반 서비스와 플랫폼에 대한 이해비지니스 요구사항을 풀어내어 개발팀과 원활한 커뮤니케이션 가능포트폴리오 제시 가능하신 분능숙한 컴퓨터 활용능력엑셀 PPT Figma ZeplinConsumer 서비스 기획 런칭 운영 경험자Web App 개발 실무 경험
Go To Market 관점 Product Planning 부터 판매Channel전략 포함까지 ManagementMarket Intelligence 측면 다양한 Application 및 시장수요 경쟁환경 분석효율적 OnOff line 제품 Promotion 및 Product Strategy 수립,필요역량Experienced in team management as a marketing team leaderFluency in English communication both verbally and in writing이공계열 전공기술영업 해외영업 업무 경험자
브랜드의 상품의 기획 영업 개발 출시 판매 사후관리재고를 통하여 브랜드의 성장을 주도하며 이끌어가는 브랜드 기획 및 운영 전문가01 브랜드 및 상품 프로모션 기획 및 운영02 트렌드 업계 동향 분석03 매출 결과 분석 및 비즈니스 개선 인사이트 도출04 매출 분석에 따른 대응 및 리스크 관리05 GMV 향상에 기여하기 위한 상품 경쟁력 강화06 연간 상품 출시계획 수립 및 경쟁력 있는 OEMODM 업체와 상품 발굴07 NPD 프로세스 관리개선08 국내외 파트너사 협업 및 업체 관리 ,01 관련 업계에서 유사한 업무를 3년 이상 진행해보신 분02 트렌드와 제품 분석을 반영해 시즌 기획을 리딩할 수 있으신 분03 온라인 플랫폼의 전반적인 이해와 경험을 보유하신 분04 자신이 기획한 NB 또는 PB상품으로 시장에서 성공적인 성과를 거두신 분MD 업무 관련 포트폴리오 필수 첨부 프로젝트별 기여도 명확하게 표시 필요01 이커머스ecommerce 플레이에 최적화된 트렌드 분석을 통한 인사이트 실무 적용 능력02 다양한 프로모션 기획 및 운영 경력03 트래픽 수집 및 데이터 기반의 의사결정과 분석 능력04 여러 우선순위를 동시에 관리할 수 있는 검증된 능력을 보유하신 분05 문서 작성과 데이터 정리가 어렵지 않으신 분06 긍적적이고 도전적이고 성취욕구가 있으신 분
 브랜드 진단 및 전략 방향성 수립 브랜드 네임 슬로건 및 스토리 개발 브랜드 체계 전략 수립 브랜드 실행 전략 및 아이디어 수립 그 외 회사가 요구하는 내부 프로젝트 및 신규 비즈니스 개발 프로젝트 참여,사업의 성장에 브랜드가 미치는 영향에 대한 이해가 있는 분전략과 실행 간 끊김 없는 종합적인 브랜딩을 경험하기 원하시는 분전략적 사고 창의적 마인드 민첩한 행동 실행 가능한 아이디어를 가진 분민첩하고 능동적으로 업무와 조직을 리딩을 하시는 분 브랜드 매니저 BM  컨설팅 회사  리서치 회사  광고 대행사 AP 경험이 있으신 분 우대
 북미 지역 자사몰 CS 대응 및 관리 자사몰 내 재고 관리 자사몰 컨텐츠 업데이트 및 적용 관리 자사몰 운영 및 operation 관리 매출 및 데이터 관리, 영어 Speaking  Writing 능통하신 분 글로벌 CS 업무 또는 자사몰 운영 경력 보유하신 분 타유관 부서와 원활한 커뮤니케이션 능력 보유하신 분 화장품 업계에서의 글로벌 플랫폼 경험하신 분아마존쇼피 등 유학실거주 경험 등 북미 시장 및 문화에 대한 이해도가 있는 분
브랜딩을 목적으로 방향성을 설정하고 전반적인 기획 및 판매 업무를 담당합니다제품 기획 및 개발상세페이지 및 컨텐츠 기획제품별 판매전략 수립USP설정가격설정 판매채널 설정 등인플루언서 협업 업무CRM 운영카카오 푸쉬 카카오채널 프로모션 기획 등,학력무관 동종업계 3년 이상 근무인턴계약 종료 후 정규직 전환시 결격사유가 없으신 분코스메틱 카테고리 경험자 우대브랜드 온라인쇼핑몰 경험자카페24 어드민 경험자컴퓨터 활용능력 우수자
담당하시게 될 업무를 소개합니다1 상품기획 및 개발 런칭2 구매 전환율을 높일 수 있는 상세페이지 기획 시장 및 상품 분석에 따른 스토리텔링 기획 및 카피라이팅 상품 상세페이지 콘텐츠 기획 스토리보드 작성 상세페이지내 썸네일 및 촬영물 기획 상품을 직관적으로 전달할 수 있는 gif 기획3 제품 런칭 프로모션 기획 및 실행4 제품 운영관리sku 원가 매출관리 등5 OEM ODM 협업 및 개발 핸들링,이런 분과 함께 성장하고 싶습니다 온라인 모바일 중심의 콘텐츠를 기획 제작해본 경험이 있으신 분 SNS 커머스에 대한 이해도를 갖고 계신 분 뷰티 및 커머스업계에 대한 이해도를 갖고 계신 분 뷰티 및 커머스 디자인에 대한 이해도를 갖고 계신 분 스토리텔링 기획력이 뛰어나신 분 뷰티산업에 관심과 이해도가 높으신분 패스트 뷰티 브랜드에 관심 많으신 분이런 분이면 더욱 좋습니다 동종업계 및 관련직무 경력 2년 이상
채널 발굴 기획관리온라인 B2C 채널 기획관리쿠팡 채널 기획관리스킬  Excel 워드,학력  학력무관경력  115년원활한 커뮤니케이션 팀웍을 위한 긍정적인 마인드 소유동종업계 경력자 우대PC활용능력 문서제안서 작성 능력쿠팡로켓제트마켓플레이스경력자우대
B2B업무지원사방넷 솔루션을 통한 주문 및 상품관리채널별 어드민 관리 및 주문관리채널별 상품 등록 및 관리채널별 정산 관리재고관리 및 입출고 관리기타 업무스킬  Excel 워드,학력  학력무관겨력  115년사방넷 사용 경력포토샵 일러스트레이터 등 사용 경력물류관련 업무 경력엑셀 고급 활용 경력디지털 소형 모바일 관련 가전 카테고리에 대한 이해도가 높은 지원자
상품기획 및 프로듀싱신상품 개발 및 스케쥴관리상품 소구포인트 발굴 및 마케팅 문구 기획제품 상세페이지 및 제품 패키지 박스 기획스킬 일본어중국어,학력  학력무관경력310년전자전기IT 제품 상품기획 경력 보유하신 분해외 출장중국 일본이 가능하신 분최신 기술에 관심이 많으신 분생활 밀착 제품군에 관심이 있는 분독서 및 마케팅 용어에 관심이 많은 분디자인에 관심이 많은 분외국과의 업무 경험이 있는 분
기업고객 마케팅영업 기획기업고객 마케팅상품 제휴영업,학력  초대졸이상경력  3년이상기업 고객 마케팅영업 경력자 및 고객사 보유사원활한 커뮤니케이션 팀웍을 위한 긍정적인 마인드 소유동종 업계 경력자 우대
 온라인 채널 영업 및 운영네이버 카카오 스토어 등 시장조사 및 분석을 통한 상품별 판매 전략 수립 및 실행 매출 관리 Analytics 분석을 통한 인사이트 도출 및 실행연간월간 영업전략 수립 및 매출손익 관리, 학력  대졸 이상 직급  대리과장급 경력 온라인 채널 운영 관련 경력 최소 7년 이상 자사몰 운영 경력자 우대 건강기능식품 카테고리 MD 경험 우대 이커머스 플랫폼 트렌드에 이해도가 높으신 분 숫자로 사고하고 이를 기반으로 개선방향 도출 및 실행한 경험이 있으신 분 유관부서 간팀 내의 원활한 협업과 커뮤니케이션 역량이 뛰어나신 분
바잉기획 MD 캐리마켓 입점 브랜드 리서치 및 발주 운영 관리 업무  국내해외 입점 브랜드사 관리 및 커뮤니케이션국내해외 해외 수입 브랜드 발주 및 수입 통관 업무 진행 운영 브랜드 판매 전략 수립  매출 계획 및 실행 트렌드 분석 및 데이터 관리 브랜드사업부 및 유관 부서 커뮤니케이션 합의, 국내외 학사 이상4년제 관련 업무 경력 57년 이상 패션리빙 비즈니스에 대한 이해도 영문 이메일 및 커뮤니케이션 가능자 해외 여행에 결격 사유가 없는자 멀티브랜드 스토어온오프  해외 바잉 업무 또는 해외 브랜드  총판 바잉 및 운영 경력자 우대 외국어 능력 상급자 우대  영어 및 제2외국어 MS Office 활용 능력 상급 운전 가능하신 분
전반적인 상품관리와 운영상품 바잉 운영 마감재고관리타 부서와 협력 홍보 마케팅 영업 이커머스 외직원 교육 및 지원경쟁사와 경쟁 상품 모니터링해외본사 브랜드상품 자료 번역 및 숙지해외본사 리포트 및 커뮤니케이션,학력  초대졸 이상경력  경력 무관영어 능숙자컴퓨터활용능력 우수자엑셀 고급능력 보유자문서작성 우수자유관업무 경력자즉시출근 가능자
 결제 영역에 대한 고객 경험 향상 및 정책 수립 APPWEP 에서의 예약결제취소 프로세스 및 플랫폼 기획 예약결제취소 관련 백오피스 설계기획 결제 데이터 관리 및 PG 결제 승인취소 관리, 여행 또는 이커머스 분야의 예약결제정산PG 시스템 구축기획 경험 3년 이상 서비스 flow 정의 및 UIUX 기획 능력 플랫폼 BackEnd 및 결제 프로세스에 대한 높은 이해 및 분석 능력 사업 개발 디자인 등 타 부서와의 협업 리드 경험 국내외 온라인 여행 및 커머스의 결제 시장에 대한 이해도 사용자 중심의 사고력과 공감능력 여행 서비스 산업에 대한 높은 이해도와 관심
 자사몰 및 스마트스토어 제휴몰 온라인MD 업무 E커머스 트렌드 및 상품노출 로직분석 온라인 판매채널 마케팅 전략 및 마켓쉐어 계획수립 판매채널 상품관리운영 프로모션 기획 및 광고관리 신규채널 이커머스 B2B 등 입점 진행 매출 관리 및 손익분석 리셀러 관리 리셀러 리스트업 가격 모니터링 등, 학력무관 경력 4년이상 카페24 어드민 활용 가능한 분 자사 스마트스토어 및 제휴몰대형몰 소셜 등 운영 및 프로모션 진행 경험 온라인 채널 어드민 경험자 종합몰 소셜 오픈마켓 등 커머스시장 및 판매채널에 대한 이해도가 높은 분 생활용품 및 뷰티헤어 시장에 관심이 많은 분사방넷 사용가능한 분 우대포토샵 사용 가능한 분 우대
교육 컨텐츠  상품 기획  시장 고객 트렌드 데이터 분석 기획상품 제작  컨텐츠 MD  미팅 협상  상세페이지 문구 제작  성과 분석 개선,판촉 설득 중심의 소구 능력에 앞서 고객만족 중심 기획 역량시장과 트렌드 고객과 심리를 읽는 감각데이터 분석 기반 인사이트 도출 및 상품 고도화빠른 실행과 실패를 통한 기획고도화와 빠른 러닝커브Logical thinking 문제해결력사회적 관계 역량 설득력 다음 분야에 경력 혹은 관심이 있는 분야가 있는 분을 우대합니다상품  컨텐츠 MD온  오프라인 교육컨텐츠 디자인 등 크리에이티브 분야 유관 경험
 오픈마켓 종합몰 전문몰 등 외부 채널 운영 관리     담당 채널 프로모션 진행 및 운영 전반     채널 담당자와 협업 및 커뮤니케이션 자사 브랜드 채널별 상품 판매율 및 회전율 관리     상품별 소진율에 따른 시즌월별 영업 전략 도출 브랜드 KPI 분석 영업 전략 수립 및 매출 관리,필수 Skillset 담당 채널 상품의 성공을 경험해보신 분 최소 2개 이상 주요 채널 운영 및 빅딜 진행 경험이 있는 분 대외 협상력이 우수한 분필수 Mindset 목표를 달성하기 위해 적극적인 노력을 끊임 없이 하는 분 데이터를 통한 결과 도출하여 전략을 수립하는 역량이 우수한 분 다양한 분야의 이해관계자들과 목표 지향적인 커뮤니케이션이 가능하신 분 본인이 맡은 업무를 끝까지 해결해내는 책임감이 있는 분 플랫폼11번가 티몬 이베이등 오픈마켓 에서 업무를 경험하신 분 PO 이지어드민 사방넷 사용이 능숙하신 분 엑셀 포토샵 활용 능력이 우수하신 분 온라인 커머스에 대한 이해도와 관심도가 높은 분
 캐시노트 마켓 비즈니스 영역에서 사장님 니즈를 중심으로 상품 소싱 기획 실행 및 서비스 운영을 통해 서비스 성장에 기여합니다 식자재 유통 트렌드 및 사장님 니즈 기반으로 신규기존 판매사 협업을 통하여 고객이 만족할 수 있는 서비스를 제공합니다 고객의 불편으로부터 기회를 창출하고 고객경험을 개선합니다, 신선식품  리테일 산업에서 신규 비즈니스 기회나 제품을 발굴하기 위한 분석 능력 다양한 파트너사 고객사와 원활하게 커뮤니케이션하며 문제를 해결할 수 있는 분 고객 니즈를 바탕으로 한 인사이트 도출이 가능하신 분 식자재 및 신선식품 유통에 관심이 있으신 분 서비스 초기의 다양한 문제를 입체적으로 분석하고 해결 가능하신 분 다양한 문제를 입체적으로 분석하고 해결 가능하신 분 온라인 MD 업무에 커리어 방향성을 갖고 계신 분 우선순위와 필요가 빠르게 변화하는 환경하에서 높은 유연성과 적응성을 기초로 일을 해낼 수 있는 분 MD 관련 업무 경험이 있으신 분  동네가게 창업 경험 혹은 스타트업 경험자
 비즈하우스의 홍보물 서비스에서 판매하는 상품을 기획하고 출시합니다  신규 상품과 공급사를 서치합니다  다양한 상품 이슈에 대응하고 공급사와 소통합니다  경쟁사와 시장의 트렌드를 조사하고 의미있는 분석을 합니다  적합한 상품을 기획하고 출시합니다  공급가정산 등 기본적인 운영과 관리를 문제없이 진행합니다 , 이커머스 쇼핑몰 AMD 혹은 MD 경험 2년 이내 또는 유사 비즈니스 역량 보유 엑셀 활용 능력 중급 이상 꼼꼼하고 숫자에 강하신 분 이해와 존중을 바탕으로 유연한 커뮤니케이션이 가능하신 분 온라인 및 커머스 트렌드에 밝으신 분 비즈하우스 비즈니스에 대한 이해도가 있으신 분 비즈하우스 서비스 또는 경쟁 서비스 이용 경험이 있으신 분 MD 직무에서 성장하고자 하시는 분
 온라인 이벤트 기획 및 운영 온라인몰 운영 및 관리종합몰  스마트스토어 매출 및 이익관리 프로모션 관리, 국내외 전문학사 이상 유관업무 3년 이상 ecommerce 및 온라인 세일즈 이해도가 높고 감각 있으신분 사방넷 오클릭 사용 가능자 팀워크가 있으신 분
 THE KARY 자사 PB 브랜드 BEBE DE PINO 상품 기획 담당 연간 사업계획서 및 타임스케줄 작성 관리  시즌별 SKU PLAN 기획  시즌별 BUDGET 및 매출 지표판매율 할인율 원가율 관리  QRSPOT 물량기획 적정 단가 기준 정립가격정책 수립 및 운영  MARK UP 및 이익율 관리 시즌별 판매 분석을 통한 리뷰 및 차기 공급 계획 수립  시장 조사 및 신규 상품 발굴 , 국내외 4년제 학사 이상 브랜드 상품기획 MD 경험자  엑셀 활용 능력 중상급 책임감과 도전의식이 강한자  운전 가능하신 분 
온라인 플랫폼MD 유아동 출산육아용품 담당 출산육아 신규 업체 소싱 출산육아 업체 영업 행사 기획 및 행사 세팅, 대졸이상 Ebiz 플랫폼 출산육아 카테고리 경험자 플랫폼 업무 경력 3년 이상대리급 Ebiz플랫폼 출산육아 카테고리 경험자
 반려동물 시장의 고객 수요 흐름을 이해하고 이를 바탕으로 경쟁력 있는 상품을 소싱하여 판매 전략을 수립합니다  각 상품 특색에 맞춘 딜 구성 프로모션 브랜드 기획전 기획 및 운영을 통해 핏펫몰 매출 성장에 기여합니다  플랫폼 내 고객 경험을 고려하여 핏펫몰 고객가치 성장을 위한 다양한 아이디어를 시도하고 지속적으로 솔루션을 발굴합니다  핏펫몰 실적 관리 및 위탁 셀러 매출 관리를 위한 제반 업무 온라인 상품 등록수정 등을 포함한 어드민 관리를 합니다 , 반려동물 카테고리  MD 경력을 3년 이상 보유하신 분총 MD경력 5년 이상 반려동물을 가족처럼 사랑하고 아이들을 위한 좋은 상품을 판단할 수 있는 안목을 지니신 분 플랫폼 상품 매출 및 수익 관리 역량이 있고 관련 성과를 만들어 본 경험이 있으신 분 데이터 기반의 사고 방식을 갖추고 업무에 필요한 데이터를 수집 분석하는데 어려움이 없으신 분  협력사와 원활한 커뮤니케이션이 가능하신 분 책임감이 강하고 집요하게 업무를 추진하시는 분 빠르게 성장하는 반려동물 산업 내 리딩 포지션에서 함께 성장하고 싶으신 분 2030 여성 고객에 대해 이해도가 있고 논리적 사고방식을 갖추신 분 자사몰 오픈마켓 소셜커머스 등 이커머스 근무 경력을 보유하신 분
이런 업무를 하시게 될거에요1 active 카테고리 입점사 운영관리 및 상품소싱2 온라인 판매기획 및 프로모션 영업3 판매분석 및 재고 관리소진율 분석 고객 구매 패턴 분석 기간별 판매 추이 분석 등4 상품 카테고리별 시즌 트렌드 분석 자료 제작 및 인사이트 도출5 목표 거래액 달성일 위한 주월분기연간 프모로션 계획 수립6 국내해외 신규 브랜드 입점 영업,경력  유관 업무 프로젝트 경력 4년6년대리급이런 경험이 있다면 더 좋아요1 컴퓨터 활용능력 고급능력자엑셀 프리젠테이션2 전문몰 등 커머스 플랫폼 근무 경력자3 온라인 유통에 대한 이해도가 있는 분4 원활한 커뮤니케이션 역량을 보유하신 분5 커리어에 대한 열정과 새로운 도전정신을 보유하신 분6 프로젝트에 대한 성공적인 인사이트를 보유하신 분
 브랜드 단중장기 방향성에 따른 신제품 기획 및 개발 업무 전반 국내외 시장 및 트렌드 분석 외부 소싱 업체 및 유관부서와의 커뮤니케이션, 뷰티 브랜드 BM 경력 4년 이상이신 분 상품기획력과 소통 능력이 뛰어나신 분 뷰티 및 SNS 트렌드에 관심이 많고 이를 활용할 수 있으신 분 포트폴리오 제출 뷰티 브랜드 스타트업에 대한 경험 및 이해도가 있으신 분 브랜드 라인을 리뉴얼 또는 개발한 경험이 있으신 분 MS Office 활용능력이 뛰어나신 
자사몰카페24 오픈 및 운영이커머스 컨설팅 및 마케팅기타 자사몰 운영에 필요한 업무 전반,이커머스 경력 2년 이상 혹은 몰 운영 경력 1년 이상카페24를 통한 몰 오픈 경험이 있으신 분네이버 쇼핑 카페24 등 이커머스 플랫폼 이해도가 있으신 분이커머스 마케팅 광고 대행사 경력 우대커뮤니티 지박령 어그로를 끄는 데 익숙하신 분개인 SNS 운영을 시도하거나 경험이 있으신 분
 온라인 플랫폼 입점 및 관리를 담당합니다 제품관리 매출관리 및 분석 프로모션을 실행합니다 GFFG 브랜드 커머스 상품 및 콜라보를 기획합니다 유관 업체 커뮤니케이션 및 실적 지표를 관리합니다 온오프라인 커머스 제품 재고 및 매출 관리를 담당하며 데이터를 분석합니다, E커머스 혹은 IT서비스에서 신규서비스 기획부터 출시운영까지 경험이 필요해요 PO  PM으로 3년이상 업무해 보신 경험이 필요해요 스스로 목표와 전략 설정이 가능한 분을 찾습니다 디자인 마케팅 및 비즈니스 전반에 대한 이해가 필요해요 문서 작성과 데이터 정리 및 분석이 가능하신 분 엑셀을 잘 다룰 수 있는 분 재무회계 관련 전공자 우대 커머스 플랫폼 근무경험 있으신 분 긍정적이고 도전적이고 성취욕구가 있으신 분 유연한 사고와 빠른 실행력을 보유한 분 시간관리일정관리와 꼼꼼한 성격을 보유한 분
